model           cs_top1  cs_top2  cs_top3  cs_top4  cs_top5  cs_top6  cs_top7  cs_top8  cs_top9  cs_top10  cs_all
C1901d1TS240_5  0        0        0        0        0        0.350    0.349    0.349    0.348    0.347     0.327
C1901d1TS228_5  0        0        0        0        0        0        0.372    0.372    0.376    0.374     0.327
C1901d1TS438_2  0        0        0        0        0        0        0.341    0.341    0.340    0.339     0.307
C1901d1TS228_3  0        0        0        0        0        0        0        0.368    0.372    0.369     0.329
C1901d1TS247_5  0        0        0        0        0        0        0        0.302    0.302    0.303     0.288
C1901d1TS123_3  0        0        0        0        0        0        0        0.268    0.267    0.267     0.268
C1901d1TS210_4  0        0        0        0        0        0        0        0        0.375    0.373     0.329
C1901d1TS405_3  0        0        0        0        0        0        0        0        0.336    0.337     0.310
C1901d1TS405_5  0        0        0        0        0        0        0        0        0        0.338     0.308
C1901d1TS247_1  0        0        0        0        0        0        0        0        0        0.327     0.300
C1901d1TS240_1  0        0        0        0        0        0        0        0        0        0         0.325
C1901d1TS240_2  0        0        0        0        0        0        0        0        0        0         0.320
C1901d1TS438_1  0        0        0        0        0        0        0        0        0        0         0.318
C1901d1TS405_4  0        0        0        0        0        0        0        0        0        0         0.317
C1901d1TS240_3  0        0        0        0        0        0        0        0        0        0         0.314
C1901d1TS247_3  0        0        0        0        0        0        0        0        0        0         0.307
C1901d1TS404_1  0        0        0        0        0        0        0        0        0        0         0.304
C1901d1TS247_4  0        0        0        0        0        0        0        0        0        0         0.299
C1901d1TS003_1  0        0        0        0        0        0        0        0        0        0         0.282
C1901d1TS049_1  0        0        0        0        0        0        0        0        0        0         0.271
C1901d1TS123_2  0        0        0        0        0        0        0        0        0        0         0.264
C1901d1TS049_2  0        0        0        0        0        0        0        0        0        0         0.261
C1901d1TS347_4  0        0        0        0        0        0        0        0        0        0         0.261
C1901d1TS067_3  0        0        0        0        0        0        0        0        0        0         0.260
C1901d1TS049_4  0        0        0        0        0        0        0        0        0        0         0.259
C1901d1TS049_5  0        0        0        0        0        0        0        0        0        0         0.259
C1901d1TS347_3  0        0        0        0        0        0        0        0        0        0         0.258
C1901d1TS103_1  0        0        0        0        0        0        0        0        0        0         0.257
C1901d1TS319_3  0        0        0        0        0        0        0        0        0        0         0.256
C1901d1TS067_1  0        0        0        0        0        0        0        0        0        0         0.252
C1901d1TS102_1  0        0        0        0        0        0        0        0        0        0         0.251
C1901d1TS347_2  0        0        0        0        0        0        0        0        0        0         0.251
C1901d1TS121_1  0        0        0        0        0        0        0        0        0        0         0.245
C1901d1TS121_2  0        0        0        0        0        0        0        0        0        0         0.236
