model           cs_top1  cs_top2  cs_top3  cs_top4  cs_top5  cs_top6  cs_top7  cs_top8  cs_top9  cs_top10  cs_all
C1906d1TS345_1  0        0        0        0        0.437    0.439    0.441    0.439    0.439    0.438     0.398
C1906d1TS273_5  0        0        0        0        0.427    0.424    0.426    0.423    0.423    0.421     0.410
C1906d1TS258_2  0        0        0        0        0        0.544    0.550    0.552    0.559    0.565     0.476
C1906d1TS210_1  0        0        0        0        0        0.532    0.536    0.535    0.538    0.541     0.482
C1906d1TS215_2  0        0        0        0        0        0.399    0.399    0.398    0.398    0.400     0.368
C1906d1TS215_4  0        0        0        0        0        0.386    0.386    0.388    0.388    0.391     0.363
C1906d1TS347_1  0        0        0        0        0        0        0.441    0.438    0.438    0.438     0.415
C1906d1TS273_3  0        0        0        0        0        0        0.428    0.425    0.425    0.424     0.412
C1906d1TS103_1  0        0        0        0        0        0        0.412    0.410    0.411    0.411     0.395
C1906d1TS345_2  0        0        0        0        0        0        0        0.419    0.420    0.421     0.383
C1906d1TS049_3  0        0        0        0        0        0        0        0.209    0.209    0.209     0.233
C1906d1TS073_5  0        0        0        0        0        0        0        0        0        0.494     0.443
C1906d1TS067_2  0        0        0        0        0        0        0        0        0        0.318     0.319
C1906d1TS044_1  0        0        0        0        0        0        0        0        0        0         0.476
C1906d1TS240_4  0        0        0        0        0        0        0        0        0        0         0.453
C1906d1TS240_3  0        0        0        0        0        0        0        0        0        0         0.450
C1906d1TS240_1  0        0        0        0        0        0        0        0        0        0         0.449
C1906d1TS073_1  0        0        0        0        0        0        0        0        0        0         0.447
C1906d1TS240_5  0        0        0        0        0        0        0        0        0        0         0.447
C1906d1TS073_2  0        0        0        0        0        0        0        0        0        0         0.439
C1906d1TS123_1  0        0        0        0        0        0        0        0        0        0         0.418
C1906d1TS123_2  0        0        0        0        0        0        0        0        0        0         0.409
C1906d1TS438_1  0        0        0        0        0        0        0        0        0        0         0.405
C1906d1TS347_3  0        0        0        0        0        0        0        0        0        0         0.400
C1906d1TS123_5  0        0        0        0        0        0        0        0        0        0         0.393
C1906d1TS121_1  0        0        0        0        0        0        0        0        0        0         0.380
C1906d1TS123_3  0        0        0        0        0        0        0        0        0        0         0.376
C1906d1TS067_1  0        0        0        0        0        0        0        0        0        0         0.345
C1906d1TS121_2  0        0        0        0        0        0        0        0        0        0         0.319
C1906d1TS003_1  0        0        0        0        0        0        0        0        0        0         0.272
C1906d1TS049_1  0        0        0        0        0        0        0        0        0        0         0.251
C1906d1TS049_2  0        0        0        0        0        0        0        0        0        0         0.240
C1906d1TS049_5  0        0        0        0        0        0        0        0        0        0         0.222
