C1901d2TS003_1 C1901d2TS010_1 C1901d2TS010_2 C1901d2TS010_3 C1901d2TS010_4 C1901d2TS010_5 C1901d2TS049_1 C1901d2TS049_2 C1901d2TS049_3 C1901d2TS049_4 C1901d2TS049_5 C1901d2TS067_1 C1901d2TS067_2 C1901d2TS067_3 C1901d2TS067_4 C1901d2TS067_5 C1901d2TS103_1 C1901d2TS103_2 C1901d2TS103_3 C1901d2TS121_1 C1901d2TS121_2 C1901d2TS123_1 C1901d2TS123_2 C1901d2TS123_3 C1901d2TS123_4 C1901d2TS123_5 C1901d2TS131_1 C1901d2TS131_2 C1901d2TS131_3 C1901d2TS131_4 C1901d2TS131_5 C1901d2TS210_1 C1901d2TS210_2 C1901d2TS210_3 C1901d2TS210_4 C1901d2TS210_5 C1901d2TS215_1 C1901d2TS215_2 C1901d2TS215_3 C1901d2TS215_4 C1901d2TS215_5 C1901d2TS228_1 C1901d2TS228_2 C1901d2TS228_3 C1901d2TS228_4 C1901d2TS228_5 C1901d2TS240_1 C1901d2TS240_2 C1901d2TS240_3 C1901d2TS240_4 C1901d2TS240_5 C1901d2TS258_1 C1901d2TS258_2 C1901d2TS258_3 C1901d2TS258_4 C1901d2TS258_5 C1901d2TS267_1 C1901d2TS267_2 C1901d2TS267_3 C1901d2TS267_4 C1901d2TS267_5 C1901d2TS273_1 C1901d2TS273_2 C1901d2TS273_3 C1901d2TS273_4 C1901d2TS273_5 C1901d2TS347_1 C1901d2TS347_2 C1901d2TS347_3 C1901d2TS405_1 C1901d2TS405_2 C1901d2TS405_3 C1901d2TS405_4 C1901d2TS405_5 C1901d2TS438_1 C1901d2TS438_2 C1901d2TS438_3 C1901d2TS438_4 C1901d2TS438_5
0.403305 0.293702 0.307638 0.292952 0.308534 0.291873 0.484445 0.505315 0.505213 0.509282 1 0.373 0.373 0.339223 0.373 0.335507 0.321564 0.292369 0.311088 0.315887 0.284076 0.287851 0.299567 0.299829 0.312249 0.312249 0.281368 0.281563 0.2801 0.28916 0.281559 0.322336 0.289803 0.270494 0.291897 0.258382 0.310804 0.309085 0.336225 0.297101 0.311158 0.298129 0.302199 0.302381 0.299773 0.284268 0.298814 0.294558 0.292373 0.296575 0.295801 0.288501 0.290842 0.290172 0.285009 0.294159 0.307415 0.299914 0.30755 0.305223 0.302897 0.350596 0.332269 0.314025 0.314025 0.314025 0.272654 0.304223 0.292118 0.322336 0.317642 0.321455 0.314588 0.317689 0.295916 0.293882 0.284133 0.304871 0.285588
0.23144 0.303141 0.294167 0.311317 0.280527 0.301755 0.152837 0.163113 0.144202 0.168727 0.169615 1 1 0.247227 1 0.267516 0.272818 0.323227 0.292421 0.281268 0.26461 0.280626 0.283765 0.278332 0.297356 0.297356 0.293022 0.290445 0.291028 0.298138 0.292399 0.292995 0.302503 0.295197 0.294195 0.281128 0.28344 0.282562 0.305889 0.296317 0.286762 0.314285 0.313728 0.309988 0.316767 0.305762 0.296496 0.304346 0.28331 0.302733 0.299864 0.293148 0.293556 0.297738 0.301899 0.307272 0.298547 0.29716 0.310247 0.283063 0.2868 0.274287 0.293011 0.289093 0.289093 0.289093 0.287023 0.283158 0.28463 0.292995 0.29488 0.301461 0.293796 0.28727 0.315765 0.310161 0.305325 0.321908 0.316716
0.23144 0.303141 0.294167 0.311317 0.280527 0.301755 0.152837 0.163113 0.144202 0.168727 0.169615 1 1 0.247227 1 0.267516 0.272818 0.323227 0.292421 0.281268 0.26461 0.280626 0.283765 0.278332 0.297356 0.297356 0.293022 0.290445 0.291028 0.298138 0.292399 0.292995 0.302503 0.295197 0.294195 0.281128 0.28344 0.282562 0.305889 0.296317 0.286762 0.314285 0.313728 0.309988 0.316767 0.305762 0.296496 0.304346 0.28331 0.302733 0.299864 0.293148 0.293556 0.297738 0.301899 0.307272 0.298547 0.29716 0.310247 0.283063 0.2868 0.274287 0.293011 0.289093 0.289093 0.289093 0.287023 0.283158 0.28463 0.292995 0.29488 0.301461 0.293796 0.28727 0.315765 0.310161 0.305325 0.321908 0.316716
0.247516 0.361627 0.349729 0.364052 0.352639 0.378425 0.136159 0.125779 0.12681 0.14287 0.142053 0.258629 0.258629 1 0.258629 0.57325 0.368898 0.400965 0.397968 0.338765 0.328761 0.399107 0.40141 0.390117 0.38579 0.38579 0.409716 0.426368 0.42917 0.419348 0.420214 0.380718 0.414001 0.445055 0.40496 0.424117 0.357682 0.380094 0.362984 0.347266 0.349331 0.377748 0.381171 0.381001 0.375177 0.373577 0.392763 0.394485 0.407186 0.387948 0.387711 0.400318 0.373535 0.408654 0.39176 0.3929 0.391082 0.395012 0.404504 0.39617 0.397472 0.373887 0.403969 0.405938 0.405938 0.405938 0.427349 0.376885 0.371841 0.380718 0.368861 0.376606 0.37315 0.372795 0.442818 0.434394 0.422371 0.414224 0.43531
0.23144 0.303141 0.294167 0.311317 0.280527 0.301755 0.152837 0.163113 0.144202 0.168727 0.169615 1 1 0.247227 1 0.267516 0.272818 0.323227 0.292421 0.281268 0.26461 0.280626 0.283765 0.278332 0.297356 0.297356 0.293022 0.290445 0.291028 0.298138 0.292399 0.292995 0.302503 0.295197 0.294195 0.281128 0.28344 0.282562 0.305889 0.296317 0.286762 0.314285 0.313728 0.309988 0.316767 0.305762 0.296496 0.304346 0.28331 0.302733 0.299864 0.293148 0.293556 0.297738 0.301899 0.307272 0.298547 0.29716 0.310247 0.283063 0.2868 0.274287 0.293011 0.289093 0.289093 0.289093 0.287023 0.283158 0.28463 0.292995 0.29488 0.301461 0.293796 0.28727 0.315765 0.310161 0.305325 0.321908 0.316716
0.23898 0.365982 0.368643 0.363159 0.361814 0.378547 0.13356 0.149756 0.125113 0.149532 0.13893 0.274909 0.274909 0.556951 0.274909 1 0.346294 0.374228 0.385101 0.301022 0.294076 0.385791 0.368395 0.375906 0.364746 0.364746 0.406651 0.406635 0.413569 0.405512 0.414044 0.374586 0.398936 0.418962 0.386395 0.413125 0.349851 0.356853 0.353925 0.334316 0.338448 0.371957 0.37702 0.379111 0.370112 0.379041 0.392033 0.395597 0.406656 0.394734 0.396917 0.380618 0.377579 0.390659 0.388058 0.380909 0.364731 0.371447 0.37441 0.363221 0.370817 0.361312 0.375976 0.387642 0.387642 0.387642 0.398085 0.366912 0.396253 0.374586 0.379731 0.382001 0.37486 0.381459 0.423808 0.431617 0.399334 0.412932 0.422162
0.207212 0.346334 0.319751 0.34097 0.334367 0.37285 0.122296 0.11773 0.128141 0.128366 0.113552 0.244039 0.244039 0.330902 0.244039 0.301623 1 0.383034 0.368958 0.31356 0.306646 0.360853 0.351417 0.351024 0.401745 0.401745 0.375524 0.389394 0.385252 0.389124 0.385147 0.337317 0.368454 0.405202 0.374062 0.387624 0.330032 0.307989 0.310749 0.319764 0.331517 0.362516 0.361429 0.363918 0.367103 0.350261 0.359919 0.366411 0.360991 0.348185 0.346043 0.361681 0.337812 0.366016 0.346547 0.348302 0.39819 0.337884 0.341822 0.343189 0.335826 0.32621 0.343993 0.333128 0.333128 0.333128 0.396518 0.377089 0.357468 0.337317 0.344549 0.338737 0.342903 0.334958 0.38956 0.384956 0.384862 0.375043 0.387887
0.195845 0.409976 0.394113 0.436959 0.374996 0.425708 0.0922556 0.0724341 0.0816059 0.0891795 0.0805932 0.273093 0.273093 0.356474 0.273093 0.319606 0.371422 1 0.424027 0.335484 0.340278 0.403146 0.419465 0.39229 0.415839 0.415839 0.47038 0.474125 0.474654 0.475646 0.468475 0.402013 0.448127 0.489151 0.430857 0.478269 0.3514 0.384781 0.358683 0.356182 0.342287 0.399292 0.402632 0.402981 0.397905 0.432182 0.4302 0.437628 0.449927 0.429444 0.436597 0.46142 0.42047 0.429127 0.436619 0.442569 0.447393 0.413665 0.43208 0.398334 0.38632 0.36581 0.409 0.404076 0.404076 0.404076 0.473567 0.410709 0.41884 0.402013 0.400735 0.405565 0.396048 0.388554 0.49663 0.500924 0.48173 0.471763 0.486264
0.206396 0.428429 0.405753 0.429374 0.404268 0.424313 0.092754 0.0871053 0.0889949 0.0980765 0.0984573 0.263853 0.263853 0.343453 0.263853 0.332318 0.371015 0.429654 1 0.344292 0.337335 0.415403 0.413649 0.38129 0.435431 0.435431 0.466903 0.469114 0.465909 0.470682 0.468975 0.399425 0.440674 0.490755 0.427573 0.496919 0.377443 0.369193 0.363187 0.36659 0.361793 0.420342 0.427114 0.425008 0.418486 0.429866 0.44939 0.449717 0.446232 0.436227 0.450313 0.462781 0.433705 0.45966 0.433068 0.441581 0.42524 0.39761 0.447488 0.403027 0.404098 0.390017 0.411489 0.438199 0.438199 0.438199 0.483076 0.441953 0.431004 0.399425 0.395496 0.403154 0.404103 0.396067 0.496886 0.498923 0.490705 0.469401 0.498299
0.195011 0.380318 0.364293 0.373982 0.360192 0.351448 0.113886 0.102312 0.102581 0.120627 0.106933 0.256177 0.256177 0.29063 0.256177 0.268867 0.328431 0.371585 0.359293 1 0.559764 0.32806 0.337715 0.329317 0.351371 0.351371 0.380881 0.386819 0.388625 0.385108 0.381281 0.339523 0.357048 0.385059 0.358839 0.379509 0.325173 0.333172 0.346518 0.329067 0.325886 0.357329 0.358377 0.351517 0.357099 0.348106 0.360355 0.353655 0.368058 0.365535 0.376042 0.361599 0.353913 0.388745 0.369724 0.367686 0.356642 0.345936 0.395501 0.330467 0.333812 0.348896 0.353377 0.379556 0.379556 0.379556 0.374892 0.350773 0.35341 0.339523 0.342448 0.343924 0.340156 0.332331 0.385187 0.377116 0.384023 0.385995 0.390702
0.164728 0.305183 0.296875 0.304893 0.288507 0.286723 0.096366 0.0783901 0.0762481 0.0906318 0.0802304 0.211293 0.211293 0.254385 0.211293 0.227513 0.276759 0.31235 0.311276 0.523619 1 0.275184 0.276933 0.286458 0.287497 0.287497 0.308672 0.31164 0.310771 0.315928 0.310094 0.273709 0.296677 0.306368 0.301553 0.307175 0.273357 0.285358 0.294234 0.261598 0.2649 0.305317 0.306887 0.299962 0.301747 0.294559 0.291346 0.306757 0.296829 0.296803 0.29986 0.30743 0.292921 0.32877 0.304344 0.300797 0.299073 0.291489 0.317502 0.281975 0.287145 0.298616 0.312771 0.326683 0.326683 0.326683 0.307725 0.282285 0.282869 0.273709 0.27506 0.271049 0.271547 0.268686 0.313281 0.318295 0.313753 0.317105 0.312794
0.191492 0.381923 0.372 0.386402 0.356513 0.355757 0.086955 0.0771633 0.0829038 0.0913572 0.0815027 0.218505 0.218505 0.327009 0.218505 0.305028 0.326882 0.378793 0.381788 0.297668 0.291989 1 0.523418 0.59339 0.371855 0.371855 0.435911 0.422439 0.429557 0.435228 0.431268 0.351514 0.417226 0.422638 0.413577 0.420497 0.353921 0.338821 0.333588 0.362956 0.365225 0.353144 0.357464 0.357504 0.3576 0.363717 0.399826 0.414391 0.399796 0.399417 0.403161 0.395058 0.394208 0.396596 0.397571 0.392162 0.396873 0.655038 0.412535 0.455218 0.633653 0.35118 0.392094 0.408122 0.408122 0.408122 0.403584 0.365373 0.378281 0.351514 0.366467 0.350402 0.355939 0.352145 0.430406 0.415056 0.423198 0.418616 0.43401
0.175186 0.379025 0.346953 0.379011 0.350673 0.36868 0.0924717 0.0786529 0.0781314 0.0943593 0.0843288 0.229961 0.229961 0.328186 0.229961 0.301931 0.322172 0.387243 0.385932 0.291481 0.287268 0.516925 1 0.501262 0.369561 0.369561 0.419671 0.41705 0.421161 0.428788 0.420436 0.361943 0.396279 0.417773 0.401173 0.420471 0.339848 0.332713 0.33673 0.346884 0.342203 0.373124 0.376423 0.381591 0.373756 0.386432 0.394644 0.394716 0.401067 0.402344 0.405626 0.404424 0.390742 0.392104 0.394552 0.397552 0.422341 0.501372 0.417395 0.489122 0.477121 0.358871 0.38958 0.399006 0.399006 0.399006 0.422813 0.364126 0.368748 0.361943 0.36957 0.36761 0.358922 0.361871 0.427438 0.410305 0.423034 0.413536 0.419404
0.20282 0.36049 0.359051 0.369619 0.346397 0.353131 0.103005 0.0864366 0.106459 0.110644 0.0972946 0.223039 0.223039 0.312066 0.223039 0.293728 0.32942 0.357764 0.350054 0.29919 0.310257 0.592667 0.499569 1 0.371167 0.371167 0.402593 0.388339 0.397477 0.400689 0.394443 0.361118 0.390453 0.381176 0.404102 0.390028 0.361009 0.35247 0.342446 0.36096 0.358726 0.357349 0.361178 0.361031 0.357395 0.35969 0.371387 0.380094 0.378272 0.375996 0.371946 0.373404 0.356193 0.385259 0.379908 0.367074 0.380278 0.553933 0.396776 0.434009 0.534295 0.347446 0.38172 0.40196 0.40196 0.40196 0.376612 0.336666 0.353448 0.361118 0.370235 0.363381 0.364808 0.364989 0.39872 0.398989 0.389089 0.398849 0.406329
0.213719 0.370224 0.336884 0.375791 0.351648 0.37558 0.117743 0.0940708 0.109393 0.0961521 0.0991858 0.253854 0.253854 0.306636 0.253854 0.293069 0.376021 0.396257 0.41492 0.32012 0.308768 0.378933 0.387574 0.375068 1 1 0.432058 0.428983 0.429923 0.428614 0.431251 0.392056 0.391782 0.42565 0.395013 0.445625 0.372497 0.372855 0.331867 0.339814 0.343348 0.387086 0.386785 0.38398 0.384913 0.396044 0.378159 0.383358 0.391543 0.37541 0.383645 0.422717 0.371011 0.407515 0.398928 0.384769 0.638934 0.384811 0.398142 0.415696 0.37894 0.365857 0.366346 0.381147 0.381147 0.381147 0.443011 0.399105 0.409947 0.392056 0.388426 0.395486 0.397544 0.388058 0.430667 0.434379 0.410379 0.407572 0.426847
0.213719 0.370224 0.336884 0.375791 0.351648 0.37558 0.117743 0.0940708 0.109393 0.0961521 0.0991858 0.253854 0.253854 0.306636 0.253854 0.293069 0.376021 0.396257 0.41492 0.32012 0.308768 0.378933 0.387574 0.375068 1 1 0.432058 0.428983 0.429923 0.428614 0.431251 0.392056 0.391782 0.42565 0.395013 0.445625 0.372497 0.372855 0.331867 0.339814 0.343348 0.387086 0.386785 0.38398 0.384913 0.396044 0.378159 0.383358 0.391543 0.37541 0.383645 0.422717 0.371011 0.407515 0.398928 0.384769 0.638934 0.384811 0.398142 0.415696 0.37894 0.365857 0.366346 0.381147 0.381147 0.381147 0.443011 0.399105 0.409947 0.392056 0.388426 0.395486 0.397544 0.388058 0.430667 0.434379 0.410379 0.407572 0.426847
0.193824 0.523526 0.48013 0.529037 0.455509 0.532885 0.0968798 0.0687334 0.0734372 0.0828288 0.0853257 0.261197 0.261197 0.371599 0.261197 0.362447 0.400843 0.513703 0.509427 0.381896 0.362644 0.499215 0.472054 0.457299 0.488892 0.488892 1 0.799088 0.811331 0.817574 0.834817 0.506802 0.557175 0.629211 0.537363 0.638707 0.471464 0.449246 0.448892 0.418584 0.41659 0.498044 0.499032 0.491374 0.495644 0.536561 0.54818 0.541599 0.597733 0.586528 0.597776 0.569664 0.554994 0.54245 0.53002 0.543303 0.517476 0.477953 0.521968 0.473709 0.477284 0.45874 0.473923 0.50878 0.50878 0.50878 0.587032 0.503459 0.559516 0.506802 0.504473 0.501992 0.513433 0.507471 0.614708 0.609415 0.601184 0.570287 0.601271
0.182904 0.522864 0.46992 0.513477 0.447917 0.52602 0.0992028 0.07115 0.0721233 0.0813024 0.0783929 0.25343 0.25343 0.394196 0.25343 0.372199 0.412005 0.510598 0.504338 0.37939 0.355372 0.490317 0.477342 0.439521 0.478696 0.478696 0.79374 1 0.890445 0.810592 0.842574 0.507369 0.551786 0.617968 0.546252 0.623882 0.462369 0.459611 0.440327 0.432415 0.436656 0.510336 0.510706 0.502985 0.509967 0.538401 0.556597 0.556045 0.608177 0.589937 0.590846 0.56573 0.5409 0.553142 0.522948 0.534508 0.515599 0.471368 0.511712 0.462106 0.468684 0.448851 0.478665 0.517784 0.517784 0.517784 0.582959 0.503077 0.539227 0.507369 0.49691 0.497522 0.508977 0.505941 0.614639 0.620554 0.605426 0.57055 0.611045
0.18419 0.522211 0.483728 0.521978 0.452515 0.531215 0.0952423 0.0720611 0.0713145 0.0779564 0.0772809 0.254748 0.254748 0.39458 0.254748 0.375803 0.409468 0.515626 0.50395 0.38144 0.359698 0.497542 0.481102 0.450542 0.490075 0.490075 0.802868 0.886385 1 0.798892 0.828418 0.503674 0.556833 0.640144 0.550677 0.630842 0.465868 0.456185 0.443865 0.431349 0.432009 0.50404 0.501577 0.491092 0.504637 0.543306 0.55847 0.549663 0.611837 0.595547 0.590823 0.558809 0.53635 0.558063 0.525053 0.53042 0.514616 0.476622 0.522801 0.472723 0.474297 0.448707 0.48008 0.522946 0.522946 0.522946 0.596835 0.499139 0.552405 0.503674 0.49515 0.498579 0.50934 0.506334 0.621262 0.624613 0.615633 0.575247 0.614218
0.195682 0.537473 0.486545 0.532577 0.457981 0.536229 0.0990922 0.0712725 0.0676415 0.0870432 0.089256 0.272245 0.272245 0.386813 0.272245 0.372384 0.417957 0.523002 0.508352 0.382039 0.362344 0.504563 0.494687 0.463069 0.488211 0.488211 0.821053 0.822592 0.812908 1 0.863151 0.51843 0.55809 0.630814 0.549422 0.635086 0.47844 0.462434 0.459149 0.444217 0.436746 0.507048 0.505713 0.496498 0.504766 0.538362 0.567333 0.561561 0.604714 0.598539 0.600122 0.574134 0.553932 0.562743 0.543929 0.548581 0.542006 0.486306 0.538932 0.48135 0.486834 0.460917 0.506189 0.530116 0.530116 0.530116 0.590166 0.516446 0.53933 0.51843 0.510125 0.50889 0.51492 0.518463 0.632176 0.625507 0.618496 0.597032 0.626617
0.196136 0.531174 0.482119 0.523038 0.456042 0.532732 0.0934034 0.0684861 0.0742447 0.0835188 0.0828938 0.260886 0.260886 0.388871 0.260886 0.374619 0.412685 0.51073 0.50742 0.379729 0.36171 0.503728 0.480069 0.455175 0.484652 0.484652 0.835044 0.850752 0.834824 0.860661 1 0.525618 0.562911 0.638505 0.549514 0.644153 0.477548 0.457727 0.453988 0.428937 0.431189 0.509476 0.509521 0.503941 0.508988 0.543736 0.55118 0.547814 0.60576 0.580903 0.594835 0.570062 0.545112 0.55908 0.529551 0.535581 0.51933 0.48008 0.517511 0.47691 0.475982 0.455074 0.48399 0.522691 0.522691 0.522691 0.598921 0.507591 0.543682 0.525618 0.512501 0.509699 0.522085 0.525074 0.622277 0.624526 0.602848 0.579207 0.614358
