C1909TS003_1 C1909TS003_2 C1909TS003_3 C1909TS010_1 C1909TS010_2 C1909TS010_3 C1909TS010_4 C1909TS010_5 C1909TS044_1 C1909TS054_1 C1909TS054_2 C1909TS054_3 C1909TS054_4 C1909TS054_5 C1909TS066_1 C1909TS066_2 C1909TS067_1 C1909TS067_2 C1909TS067_3 C1909TS067_4 C1909TS067_5 C1909TS073_1 C1909TS073_2 C1909TS073_3 C1909TS073_4 C1909TS073_5 C1909TS087_1 C1909TS087_2 C1909TS087_3 C1909TS087_4 C1909TS102_1 C1909TS102_2 C1909TS103_1 C1909TS123_1 C1909TS123_2 C1909TS123_3 C1909TS123_4 C1909TS123_5 C1909TS131_1 C1909TS131_2 C1909TS131_3 C1909TS131_4 C1909TS131_5 C1909TS152_1 C1909TS152_2 C1909TS152_3 C1909TS152_4 C1909TS152_5 C1909TS158_1 C1909TS158_2 C1909TS158_3 C1909TS158_4 C1909TS158_5 C1909TS182_1 C1909TS182_2 C1909TS182_3 C1909TS182_4 C1909TS182_5 C1909TS196_1 C1909TS200_1 C1909TS210_1 C1909TS210_2 C1909TS210_3 C1909TS210_4 C1909TS210_5 C1909TS211_1 C1909TS211_2 C1909TS211_3 C1909TS211_4 C1909TS211_5 C1909TS213_1 C1909TS213_2 C1909TS213_3 C1909TS213_4 C1909TS213_5 C1909TS215_1 C1909TS215_2 C1909TS215_3 C1909TS215_4 C1909TS215_5 C1909TS228_1 C1909TS228_2 C1909TS228_3 C1909TS228_4 C1909TS228_5 C1909TS230_1 C1909TS230_2 C1909TS230_3 C1909TS230_4 C1909TS230_5 C1909TS240_1 C1909TS240_2 C1909TS240_3 C1909TS240_4 C1909TS240_5 C1909TS247_1 C1909TS247_2 C1909TS247_3 C1909TS247_4 C1909TS247_5 C1909TS258_1 C1909TS258_2 C1909TS258_3 C1909TS258_4 C1909TS258_5 C1909TS273_1 C1909TS273_2 C1909TS273_3 C1909TS273_4 C1909TS273_5 C1909TS278_1 C1909TS278_2 C1909TS278_3 C1909TS278_4 C1909TS278_5 C1909TS299_1 C1909TS299_2 C1909TS299_3 C1909TS299_4 C1909TS299_5 C1909TS301_1 C1909TS309_1 C1909TS309_2 C1909TS309_3 C1909TS309_4 C1909TS309_5 C1909TS345_1 C1909TS345_2 C1909TS345_3 C1909TS345_4 C1909TS345_5 C1909TS347_1 C1909TS349_1 C1909TS349_2 C1909TS349_3 C1909TS349_4 C1909TS349_5 C1909TS359_1 C1909TS369_1 C1909TS369_2 C1909TS369_3 C1909TS369_4 C1909TS369_5 C1909TS389_1 C1909TS389_2 C1909TS389_3 C1909TS389_4 C1909TS389_5 C1909TS404_1 C1909TS404_2 C1909TS404_3 C1909TS404_4 C1909TS404_5 C1909TS405_1 C1909TS405_2 C1909TS405_3 C1909TS405_4 C1909TS405_5 C1909TS413_1 C1909TS413_2 C1909TS413_3 C1909TS413_4 C1909TS413_5 C1909TS414_1 C1909TS414_2 C1909TS414_3 C1909TS414_4 C1909TS414_5 C1909TS438_1 C1909TS438_2 C1909TS438_3 C1909TS438_4 C1909TS438_5
0.294197 0.333138 0.454906 0.310421 0.346097 0.297657 0.306255 0.353452 0.358194 0.419366 0.428072 0.396538 0.443792 0.452825 0.44299 0.449666 0.344647 0.39747 0.422382 0.312018 0.344647 0.379647 0.331498 0.358388 0.345184 0.355645 0.367749 0.462818 0.462941 0.460371 0.387945 0.536839 0.387945 0.637375 0.619983 1 0.517305 0.608034 0.370802 0.37575 0.359987 0.359951 0.361999 0.392619 0.452196 0.581694 0.686175 0.432036 0.323761 0.690804 0.354226 0.454407 0.564843 0.393613 0.442709 0.39716 0.426889 0.433999 0.536839 0.379518 0.439995 0.350819 0.461973 0.302909 0.431744 0.499203 0.410068 0.339122 0.325549 0.339183 0.64262 0.619363 0.613412 0.639595 0.61106 0.42583 0.423153 0.353375 0.40985 0.392367 0.355203 0.328686 0.341102 0.349199 0.353121 0.460575 0.451047 0.488344 0.392431 0.378978 0.332814 0.326514 0.318691 0.323188 0.318627 0.476236 0.443504 0.498404 0.440612 0.295848 0.623431 0.611325 0.61906 0.580752 0.546015 0.249951 0.292819 0.364199 0.350258 0.343572 0.536952 0.500029 0.438202 0.52189 0.461866 0.536952 0.500029 0.438202 0.52189 0.461866 0.358194 0.455759 0.513098 0.500468 0.45671 0.522348 0.491847 0.454521 0.423247 0.456041 0.420643 0.45974 0.394166 0.394353 0.387931 0.388609 0.387726 0.471825 0.63899 0.477612 0.552105 0.627685 0.67853 0.440414 0.490523 0.397275 0.393578 0.37222 0.395591 0.356823 0.386226 0.38027 0.351455 0.331274 0.316491 0.35426 0.355452 0.344101 0.429693 0.434435 0.390783 0.38862 0.459456 0.459456 0.442125 0.471289 0.41839 0.444306 0.650251 0.629153 0.62963 0.611539 0.653968
0.274023 0.307551 0.378692 0.31402 0.328786 0.284723 0.301424 0.283807 0.279606 0.377203 0.391628 0.351795 0.401272 0.374636 0.397691 0.37613 0.340552 0.357903 0.368026 0.319304 0.340552 0.34306 0.369546 0.351129 0.363669 0.369549 0.375251 0.397177 0.3942 0.40315 0.358253 0.403174 0.358253 0.528121 0.515909 0.468874 1 0.578892 0.344629 0.381307 0.349791 0.349858 0.34691 0.357066 0.414387 0.714436 0.510753 0.396097 0.278199 0.513754 0.289196 0.369159 0.463943 0.391454 0.363621 0.377739 0.366538 0.340233 0.403174 0.359481 0.367929 0.309236 0.371905 0.279547 0.379474 0.366322 0.421114 0.295306 0.30558 0.28474 0.532155 0.517043 0.519497 0.525373 0.517439 0.369106 0.35589 0.373115 0.40559 0.351487 0.373787 0.342909 0.366328 0.365762 0.370496 0.411734 0.449285 0.408864 0.349029 0.335261 0.265663 0.271668 0.263412 0.263287 0.262574 0.400727 0.403841 0.408856 0.405876 0.302655 0.485044 0.483317 0.482413 0.459605 0.436785 0.285973 0.28637 0.288908 0.332579 0.25037 0.392013 0.406051 0.351216 0.392618 0.374647 0.392013 0.406051 0.351216 0.392618 0.374647 0.279606 0.386502 0.391581 0.390637 0.390675 0.390284 0.382804 0.388421 0.372237 0.369767 0.374901 0.413738 0.396714 0.396313 0.399766 0.40002 0.399879 0.358302 0.52447 0.38925 0.483911 0.540286 0.49894 0.363159 0.402674 0.327401 0.363139 0.341731 0.30559 0.333881 0.327223 0.331858 0.311699 0.306396 0.274178 0.29331 0.287928 0.310379 0.408029 0.396993 0.397459 0.380624 0.414668 0.392697 0.393842 0.363412 0.374346 0.372892 0.561568 0.558516 0.576813 0.555563 0.562444
0.272092 0.342384 0.398591 0.303299 0.324824 0.27227 0.305688 0.295392 0.317214 0.393006 0.361246 0.3401 0.387005 0.390948 0.401726 0.396704 0.327688 0.394567 0.376655 0.303556 0.327688 0.340741 0.350488 0.351139 0.35474 0.360369 0.377414 0.412616 0.406871 0.44046 0.352992 0.46734 0.352992 0.55329 0.618403 0.592639 0.594722 1 0.354619 0.35228 0.353797 0.353816 0.353079 0.376407 0.400727 0.62261 0.543177 0.395965 0.301638 0.532176 0.32401 0.411023 0.485726 0.368365 0.370008 0.361577 0.359236 0.353431 0.46734 0.36191 0.389982 0.34772 0.415297 0.343937 0.375019 0.432493 0.375816 0.335165 0.319749 0.316637 0.548876 0.544216 0.543567 0.546928 0.539867 0.370554 0.413476 0.380373 0.373312 0.360263 0.338002 0.311808 0.333141 0.332617 0.334637 0.415982 0.438902 0.454616 0.377773 0.324962 0.289559 0.301525 0.292267 0.293784 0.284916 0.426253 0.379564 0.475352 0.400553 0.304392 0.566979 0.549109 0.559713 0.501969 0.494675 0.265865 0.277721 0.295635 0.319626 0.292621 0.452953 0.436201 0.382213 0.43711 0.403327 0.452953 0.436201 0.382213 0.43711 0.403327 0.317214 0.393174 0.443231 0.476858 0.416981 0.434081 0.432197 0.406912 0.384896 0.399083 0.374977 0.441477 0.337029 0.337154 0.337783 0.337979 0.33347 0.380832 0.574303 0.4364 0.47193 0.627725 0.558965 0.397002 0.434849 0.374887 0.368282 0.369497 0.336597 0.356534 0.340385 0.338383 0.336545 0.333077 0.315077 0.295058 0.302487 0.332786 0.391724 0.415207 0.374222 0.369859 0.423723 0.425749 0.42488 0.434421 0.369654 0.411625 0.761269 0.738959 0.698116 0.721228 0.596406
0.250252 0.267471 0.390979 0.232776 0.219319 0.276457 0.203141 0.194019 0.252089 0.325465 0.267812 0.257455 0.331185 0.297127 0.348924 0.311454 0.399975 0.38973 0.348829 0.301382 0.399975 0.254341 0.271261 0.274102 0.292838 0.260451 0.315396 0.348201 0.337418 0.345684 0.31192 0.330569 0.31192 0.311393 0.361862 0.315073 0.30909 0.299233 1 0.491331 0.882272 0.883281 0.894257 0.312281 0.307469 0.311452 0.314624 0.298923 0.191794 0.299074 0.177345 0.290105 0.308454 0.307965 0.326507 0.292152 0.345181 0.3461 0.330569 0.267283 0.3252 0.20895 0.334547 0.186203 0.30136 0.301447 0.334967 0.283032 0.297824 0.275784 0.334035 0.316205 0.330448 0.307586 0.322786 0.403442 0.367266 0.319195 0.387954 0.358467 0.460559 0.465891 0.501253 0.460669 0.458384 0.319755 0.312603 0.28277 0.327335 0.237583 0.188738 0.17303 0.179154 0.176019 0.192824 0.31174 0.330295 0.295429 0.35551 0.24394 0.347035 0.334711 0.349175 0.343959 0.3005 0.163228 0.277757 0.198996 0.227567 0.182248 0.33676 0.305054 0.310632 0.323558 0.273514 0.33676 0.305054 0.310632 0.323558 0.273514 0.252089 0.316639 0.344011 0.320765 0.330716 0.311643 0.309638 0.331733 0.326258 0.339217 0.370334 0.286646 0.350916 0.350815 0.365415 0.36392 0.369483 0.313583 0.356066 0.401735 0.315973 0.338652 0.329113 0.286237 0.260538 0.255043 0.273586 0.289786 0.314578 0.274811 0.29758 0.270803 0.242185 0.198322 0.209372 0.211647 0.210069 0.207246 0.446566 0.381857 0.404248 0.452095 0.383691 0.311115 0.322655 0.298141 0.312624 0.276861 0.30391 0.296367 0.300837 0.313517 0.318629
0.240165 0.250803 0.432649 0.222571 0.217039 0.248142 0.247236 0.226664 0.263952 0.395634 0.37198 0.362078 0.390802 0.38751 0.495243 0.40799 0.364902 0.335917 0.306751 0.272761 0.364902 0.238446 0.280041 0.2481 0.27404 0.248454 0.420224 0.454245 0.446428 0.433056 0.371654 0.350952 0.371654 0.31016 0.385671 0.308981 0.3555 0.308808 0.50503 1 0.486777 0.487079 0.496588 0.342769 0.313716 0.343228 0.31087 0.395796 0.233173 0.291915 0.203615 0.328802 0.279885 0.30631 0.32804 0.287743 0.333954 0.344675 0.350952 0.315821 0.360678 0.211438 0.333644 0.211993 0.33677 0.359753 0.318978 0.296164 0.332422 0.325936 0.335811 0.324748 0.329489 0.316331 0.32341 0.415301 0.488532 0.39024 0.45674 0.443345 0.415035 0.39247 0.383585 0.414574 0.418584 0.407934 0.356346 0.291479 0.339121 0.295125 0.19394 0.191346 0.170758 0.158442 0.177201 0.335112 0.315235 0.320763 0.349699 0.255451 0.332302 0.326368 0.356575 0.320529 0.294509 0.160241 0.264869 0.235018 0.223696 0.159638 0.370428 0.397443 0.359571 0.372084 0.335775 0.370428 0.397443 0.359571 0.372084 0.335775 0.263952 0.337371 0.3336 0.337274 0.336995 0.323037 0.398318 0.409911 0.417436 0.350185 0.501433 0.316538 0.432885 0.432929 0.443081 0.443291 0.445435 0.341249 0.365909 0.349315 0.328652 0.365178 0.342741 0.29886 0.302555 0.28356 0.369335 0.334776 0.295509 0.278296 0.294197 0.278892 0.265974 0.211416 0.228095 0.199604 0.212245 0.21012 0.416383 0.438388 0.462856 0.448289 0.429204 0.360595 0.381604 0.387488 0.384496 0.276154 0.323903 0.323996 0.32751 0.327874 0.329914
0.259525 0.267925 0.394448 0.235492 0.229305 0.273492 0.210635 0.196406 0.257222 0.331344 0.27967 0.265626 0.346167 0.307763 0.344817 0.312472 0.401203 0.394364 0.348637 0.290336 0.401203 0.244603 0.285584 0.26612 0.287145 0.264463 0.319047 0.345406 0.338033 0.346719 0.320777 0.340293 0.320777 0.324642 0.355892 0.313564 0.32353 0.309561 0.884405 0.481949 1 0.996959 0.951507 0.313677 0.316958 0.311571 0.319185 0.304432 0.18795 0.294574 0.188327 0.287449 0.312847 0.31783 0.327995 0.301126 0.342598 0.341824 0.340293 0.273922 0.326786 0.216125 0.33642 0.211891 0.308279 0.297817 0.324651 0.285742 0.299926 0.263576 0.335056 0.316744 0.334591 0.307667 0.318872 0.384139 0.361224 0.322517 0.383203 0.37804 0.462836 0.471899 0.506297 0.465454 0.46302 0.328404 0.327411 0.280435 0.322441 0.251764 0.193478 0.181042 0.18305 0.18767 0.197214 0.328783 0.328836 0.302426 0.360853 0.261974 0.34369 0.324213 0.350042 0.331818 0.296995 0.185948 0.264714 0.19548 0.237822 0.194845 0.335578 0.315381 0.318851 0.332075 0.274392 0.335578 0.315381 0.318851 0.332075 0.274392 0.257222 0.312448 0.340667 0.322227 0.325145 0.315352 0.30183 0.336272 0.326557 0.330581 0.362748 0.292215 0.357585 0.3573 0.36951 0.367763 0.374628 0.317247 0.350046 0.406613 0.327309 0.351205 0.323443 0.295995 0.269346 0.281878 0.269561 0.288505 0.324365 0.27609 0.311755 0.286529 0.257564 0.204601 0.205828 0.198906 0.211276 0.213117 0.453002 0.392642 0.404333 0.451461 0.390687 0.328995 0.327883 0.303446 0.333559 0.278032 0.317244 0.305908 0.313826 0.324742 0.322896
0.259637 0.267877 0.394068 0.235855 0.229185 0.273552 0.210661 0.196457 0.257223 0.33137 0.280071 0.266096 0.346311 0.308029 0.345077 0.312946 0.401391 0.394216 0.348734 0.290234 0.401391 0.244513 0.285459 0.265793 0.286575 0.264782 0.319007 0.34548 0.338285 0.347118 0.320483 0.340261 0.320483 0.324863 0.356482 0.31346 0.323697 0.309397 0.885266 0.482007 0.996951 1 0.952654 0.313252 0.316549 0.311343 0.319476 0.304243 0.187829 0.294881 0.188252 0.287406 0.312926 0.317675 0.327979 0.301178 0.342443 0.341997 0.340261 0.27365 0.326947 0.216093 0.336656 0.21178 0.308291 0.297912 0.325001 0.285948 0.300133 0.264181 0.335012 0.316622 0.334708 0.307587 0.31902 0.384141 0.36132 0.322714 0.383694 0.3778 0.463056 0.472303 0.506199 0.46573 0.463185 0.328863 0.327633 0.280481 0.322746 0.251818 0.193455 0.180924 0.182953 0.187817 0.197246 0.328652 0.328936 0.302503 0.361066 0.2618 0.343477 0.324071 0.350269 0.331797 0.297203 0.185574 0.264826 0.195559 0.237798 0.194627 0.335595 0.315248 0.318997 0.332455 0.27453 0.335595 0.315248 0.318997 0.332455 0.27453 0.257223 0.312313 0.341247 0.322327 0.325188 0.315142 0.301774 0.336108 0.326472 0.330222 0.362735 0.292082 0.357748 0.357464 0.369886 0.368155 0.37493 0.317241 0.35018 0.406893 0.327345 0.351193 0.32346 0.295724 0.269177 0.281596 0.269192 0.288636 0.324824 0.27572 0.312277 0.286568 0.257416 0.204985 0.206042 0.199095 0.211174 0.213271 0.453121 0.392155 0.404647 0.451497 0.390892 0.328738 0.327741 0.303205 0.333908 0.278029 0.316899 0.305605 0.313859 0.324566 0.323208
0.255201 0.265241 0.390016 0.242025 0.219244 0.270728 0.217763 0.195271 0.261461 0.327482 0.278433 0.261482 0.343489 0.305867 0.34961 0.312146 0.413505 0.389424 0.346548 0.287052 0.413505 0.240359 0.279543 0.261715 0.279573 0.262229 0.316263 0.345925 0.338051 0.34667 0.318965 0.338276 0.318965 0.323588 0.361526 0.313015 0.317547 0.30469 0.894759 0.495664 0.950839 0.952145 1 0.309266 0.311202 0.305762 0.321232 0.299023 0.186673 0.293279 0.185287 0.285564 0.310793 0.314501 0.328704 0.29994 0.342167 0.343147 0.338276 0.272072 0.321596 0.208525 0.333786 0.205086 0.304759 0.295484 0.320819 0.289242 0.302312 0.268941 0.333829 0.314809 0.333751 0.307196 0.319397 0.382569 0.362436 0.320356 0.387595 0.372305 0.465794 0.474074 0.508293 0.466261 0.464022 0.322963 0.324327 0.277081 0.315556 0.24698 0.191887 0.179619 0.178889 0.185146 0.192878 0.329118 0.32679 0.297634 0.364227 0.255926 0.340343 0.321749 0.349553 0.327284 0.290054 0.182662 0.264556 0.196879 0.228666 0.188585 0.335178 0.313163 0.317521 0.333696 0.271179 0.335178 0.313163 0.317521 0.333696 0.271179 0.261461 0.310481 0.339104 0.317333 0.323588 0.309635 0.303776 0.329381 0.321835 0.325906 0.366901 0.286903 0.361939 0.361673 0.373668 0.372239 0.379433 0.315022 0.349254 0.400855 0.325698 0.345537 0.325422 0.300841 0.264045 0.276765 0.262327 0.28374 0.332108 0.273931 0.317673 0.286499 0.252324 0.20258 0.202165 0.199017 0.210582 0.208441 0.450245 0.390262 0.407885 0.44949 0.387896 0.325249 0.325381 0.300507 0.332108 0.275784 0.312757 0.302222 0.310472 0.320595 0.318924
0.300457 0.259747 0.3591 0.295547 0.273703 0.287927 0.284082 0.286687 0.3011 0.372665 0.341011 0.351967 0.372102 0.389222 0.422661 0.341179 0.30382 0.344979 0.367285 0.275394 0.30382 0.314352 0.305406 0.319951 0.310392 0.304204 0.347172 0.389439 0.401561 0.431467 0.390777 0.322108 0.390777 0.337595 0.366021 0.361742 0.371238 0.33835 0.338077 0.375502 0.329175 0.328987 0.329929 1 0.32063 0.359772 0.349643 0.337101 0.261307 0.347333 0.290323 0.353306 0.34 0.31199 0.372004 0.301774 0.386801 0.383582 0.322108 0.338259 0.332088 0.276079 0.342493 0.292953 0.320721 0.383628 0.327559 0.293056 0.316368 0.305927 0.36223 0.353303 0.345479 0.352171 0.364736 0.346295 0.397525 0.325089 0.3872 0.35908 0.321963 0.291119 0.328509 0.313302 0.317118 0.416184 0.45812 0.349669 0.414779 0.341208 0.271795 0.277779 0.260643 0.243584 0.275704 0.295679 0.322502 0.355531 0.336982 0.250403 0.387432 0.381908 0.354295 0.374775 0.378013 0.251723 0.283234 0.282154 0.268828 0.269792 0.367373 0.363201 0.320943 0.342451 0.388311 0.367373 0.363201 0.320943 0.342451 0.388311 0.3011 0.363603 0.366993 0.357698 0.404607 0.352856 0.346983 0.356089 0.374609 0.434629 0.389784 0.358063 0.358856 0.358984 0.366619 0.364029 0.362976 0.332169 0.382175 0.350963 0.33952 0.37558 0.376831 0.378821 0.303326 0.33647 0.337184 0.778987 0.301965 0.374893 0.320652 0.304746 0.334132 0.279725 0.252297 0.282473 0.245173 0.288999 0.388146 0.350385 0.338145 0.353 0.374374 0.367268 0.394913 0.373185 0.3671 0.318503 0.359521 0.356854 0.341713 0.36526 0.359697
0.322567 0.346297 0.431323 0.352119 0.336573 0.309807 0.33723 0.357478 0.356095 0.480215 0.492598 0.397862 0.468717 0.430642 0.472164 0.420683 0.384736 0.415031 0.398426 0.334326 0.384736 0.38219 0.407755 0.40195 0.383826 0.34669 0.369589 0.520465 0.482609 0.414571 0.430123 0.525616 0.430123 0.479356 0.449049 0.472904 0.464892 0.410232 0.367902 0.369098 0.369903 0.369563 0.366178 0.352634 1 0.477082 0.478891 0.464943 0.318168 0.4812 0.323164 0.389668 0.468187 0.423568 0.488039 0.407918 0.460135 0.447456 0.525616 0.440798 0.418982 0.365415 0.493975 0.313169 0.434362 0.447149 0.403165 0.350022 0.313013 0.310298 0.491737 0.491975 0.493628 0.492827 0.472991 0.416275 0.460706 0.379188 0.408698 0.387766 0.369789 0.359017 0.368219 0.364677 0.367655 0.417372 0.373998 0.421568 0.359596 0.370344 0.32527 0.4018 0.298091 0.299688 0.316807 0.626941 0.491541 0.468773 0.738226 0.332391 0.446543 0.462968 0.441196 0.44635 0.440519 0.332359 0.290678 0.356992 0.326876 0.326291 0.586417 0.492865 0.491868 0.535106 0.401085 0.586417 0.492865 0.491868 0.535106 0.401085 0.356095 0.565484 0.517743 0.467216 0.486615 0.553959 0.432676 0.497566 0.431915 0.405366 0.427189 0.436057 0.394531 0.395038 0.391083 0.388333 0.401337 0.504911 0.463657 0.348335 0.449226 0.469113 0.445718 0.391415 0.429002 0.370269 0.433491 0.334707 0.411418 0.407672 0.389934 0.400673 0.387428 0.381263 0.361009 0.343618 0.323149 0.349477 0.460435 0.418311 0.360188 0.380367 0.438257 0.496629 0.457326 0.438635 0.450442 0.427145 0.462942 0.462172 0.468796 0.462461 0.501735
0.247629 0.291447 0.348993 0.279605 0.313215 0.260575 0.266547 0.28765 0.293101 0.352598 0.367958 0.317715 0.384805 0.398778 0.371267 0.369756 0.305885 0.350341 0.362063 0.301835 0.305885 0.330195 0.334697 0.325314 0.367256 0.332489 0.363451 0.359418 0.355416 0.395567 0.341347 0.414374 0.341347 0.568894 0.583727 0.525248 0.723847 0.60012 0.32836 0.345666 0.324703 0.32452 0.323348 0.363081 0.413579 1 0.567308 0.341545 0.275218 0.530744 0.292793 0.350662 0.482281 0.345547 0.390292 0.351046 0.376382 0.358792 0.414374 0.311153 0.367303 0.339245 0.3707 0.29519 0.36756 0.386519 0.396617 0.291117 0.276641 0.263574 0.569332 0.54328 0.543707 0.573367 0.552296 0.358261 0.356839 0.345216 0.369797 0.350031 0.345862 0.327268 0.335873 0.344738 0.344137 0.367117 0.442247 0.430624 0.350608 0.308082 0.242041 0.265821 0.243561 0.239262 0.25025 0.374586 0.356427 0.405249 0.408931 0.284365 0.520085 0.518586 0.539909 0.459352 0.429326 0.262403 0.269131 0.298962 0.322989 0.255865 0.416912 0.39678 0.363448 0.393529 0.343167 0.416912 0.39678 0.363448 0.393529 0.343167 0.293101 0.389566 0.398851 0.387683 0.387529 0.406771 0.404236 0.354437 0.389208 0.34187 0.340219 0.392555 0.376328 0.37667 0.378702 0.3773 0.374211 0.3817 0.548453 0.357385 0.472414 0.560046 0.535637 0.345406 0.395719 0.322502 0.309609 0.344124 0.294293 0.295605 0.307371 0.310392 0.297568 0.293884 0.303583 0.294613 0.291523 0.297816 0.385621 0.380157 0.351569 0.382856 0.40912 0.403791 0.382906 0.364263 0.355983 0.403417 0.612629 0.606313 0.583574 0.598236 0.601771
0.327827 0.317371 0.396033 0.318161 0.326663 0.315401 0.315664 0.354604 0.332793 0.435518 0.43236 0.407666 0.458184 0.422628 0.427863 0.449621 0.327827 0.389525 0.418253 0.314395 0.327827 0.354776 0.327775 0.340049 0.32489 0.32612 0.388497 0.450911 0.433226 0.424968 0.38759 0.517579 0.38759 0.745892 0.629788 0.676527 0.585651 0.575923 0.385304 0.386983 0.380641 0.380951 0.385897 0.404168 0.467033 0.620731 1 0.437291 0.310706 0.680475 0.341009 0.460444 0.618452 0.408187 0.438667 0.415232 0.432481 0.40405 0.517579 0.364886 0.416628 0.358561 0.428621 0.297627 0.396387 0.437658 0.403317 0.336377 0.315084 0.315518 0.713245 0.702535 0.71245 0.725879 0.711182 0.397826 0.397075 0.325172 0.412954 0.373885 0.358168 0.328033 0.366238 0.352468 0.357049 0.475367 0.484662 0.513156 0.401749 0.358527 0.307739 0.327409 0.29561 0.275683 0.296945 0.492473 0.43905 0.438954 0.448592 0.332346 0.646489 0.670728 0.616921 0.558873 0.54563 0.291889 0.315121 0.355551 0.346972 0.328619 0.517064 0.490948 0.411788 0.523467 0.404691 0.517064 0.490948 0.411788 0.523467 0.404691 0.332793 0.473249 0.514772 0.478652 0.45892 0.486968 0.437059 0.448609 0.381765 0.441394 0.42353 0.447701 0.417172 0.417376 0.415568 0.415153 0.417517 0.416284 0.641012 0.430431 0.577452 0.635254 0.659445 0.429009 0.47197 0.374912 0.407228 0.384586 0.381598 0.378966 0.373652 0.374601 0.387397 0.340749 0.317138 0.326847 0.3222 0.331186 0.435571 0.426589 0.359251 0.414247 0.437666 0.429024 0.437496 0.420172 0.437725 0.429616 0.661067 0.636382 0.637952 0.652979 0.714022
0.292991 0.336356 0.445563 0.32906 0.342564 0.356338 0.329372 0.35378 0.342758 0.507651 0.470705 0.456712 0.459998 0.4543 0.474727 0.446754 0.315484 0.344375 0.369855 0.359608 0.315484 0.383196 0.405252 0.352898 0.347038 0.349544 0.377886 0.492212 0.482952 0.479377 0.440673 0.45541 0.440673 0.397417 0.39556 0.415215 0.408647 0.39654 0.369883 0.451688 0.368424 0.368419 0.365757 0.375262 0.450666 0.389474 0.41007 1 0.354931 0.401862 0.324175 0.386605 0.403832 0.392801 0.394261 0.38507 0.394271 0.380124 0.45541 0.414537 0.464727 0.316559 0.429707 0.314379 0.429788 0.429369 0.38837 0.352103 0.320918 0.322429 0.408921 0.406978 0.415743 0.397354 0.396327 0.440633 0.474407 0.353635 0.434018 0.444407 0.354005 0.351942 0.326543 0.351198 0.352189 0.497837 0.423158 0.386862 0.391624 0.396012 0.327714 0.34994 0.294957 0.318272 0.321253 0.469965 0.44683 0.438593 0.407846 0.334128 0.391679 0.410122 0.389279 0.425036 0.399133 0.289522 0.348203 0.355647 0.354188 0.291708 0.443 0.490003 0.408324 0.441421 0.424412 0.443 0.490003 0.408324 0.441421 0.424412 0.342758 0.429544 0.438993 0.455491 0.412752 0.424087 0.489525 0.563945 0.437522 0.463155 0.52319 0.440353 0.374589 0.375185 0.36848 0.37328 0.371711 0.412046 0.373608 0.357071 0.411415 0.403456 0.387124 0.382092 0.39973 0.360646 0.831794 0.374486 0.348242 0.381769 0.328617 0.330606 0.365658 0.364624 0.319876 0.330629 0.329234 0.359804 0.395575 0.431124 0.38136 0.409599 0.404648 0.468435 0.441512 0.444186 0.460239 0.370309 0.401557 0.401278 0.41046 0.416876 0.421809
0.316678 0.33369 0.333351 0.323225 0.316414 0.331405 0.330565 0.459801 0.384462 0.33535 0.30519 0.35231 0.325291 0.35894 0.329759 0.365085 0.275543 0.314169 0.324557 0.337852 0.275543 0.371283 0.345995 0.318595 0.337255 0.353027 0.329769 0.342144 0.326246 0.296053 0.31566 0.371696 0.31566 0.351452 0.324047 0.363603 0.325441 0.338805 0.288219 0.31625 0.283084 0.282975 0.284064 0.311486 0.340082 0.330309 0.344422 0.368855 1 0.33046 0.396537 0.352822 0.308801 0.335403 0.334442 0.36751 0.339169 0.314901 0.371696 0.312455 0.333367 0.37648 0.355416 0.294589 0.361028 0.343327 0.385985 0.343996 0.36134 0.361421 0.335249 0.349544 0.335978 0.339903 0.344614 0.331089 0.33825 0.321358 0.35957 0.370196 0.302901 0.292129 0.280343 0.298686 0.302201 0.331175 0.326153 0.331879 0.339898 0.294752 0.344904 0.337874 0.339886 0.315324 0.328409 0.338375 0.381109 0.363687 0.323639 0.328973 0.311282 0.34932 0.317785 0.317426 0.326401 0.286993 0.32257 0.45786 0.335895 0.292022 0.360745 0.374555 0.343751 0.332337 0.357412 0.360745 0.374555 0.343751 0.332337 0.357412 0.384462 0.35404 0.334079 0.361256 0.323619 0.338184 0.341782 0.334181 0.341266 0.315185 0.309052 0.347243 0.326175 0.326444 0.324207 0.320766 0.323333 0.3944 0.321079 0.309633 0.324383 0.332497 0.321269 0.335295 0.348362 0.310542 0.335874 0.311061 0.294866 0.307346 0.296964 0.301443 0.314913 0.361963 0.359198 0.350782 0.379963 0.357166 0.343328 0.322149 0.365761 0.34468 0.320027 0.354931 0.406446 0.348783 0.354507 0.39441 0.335977 0.330489 0.33579 0.335735 0.332367
