C1904d2TS003_1 C1904d2TS049_1 C1904d2TS049_2 C1904d2TS049_3 C1904d2TS049_4 C1904d2TS049_5 C1904d2TS067_1 C1904d2TS067_2 C1904d2TS067_3 C1904d2TS067_4 C1904d2TS067_5 C1904d2TS103_1 C1904d2TS121_1 C1904d2TS121_2 C1904d2TS123_1 C1904d2TS123_2 C1904d2TS123_3 C1904d2TS123_4 C1904d2TS123_5 C1904d2TS131_1 C1904d2TS131_2 C1904d2TS131_3 C1904d2TS131_4 C1904d2TS131_5 C1904d2TS210_1 C1904d2TS210_2 C1904d2TS210_3 C1904d2TS210_4 C1904d2TS210_5 C1904d2TS215_1 C1904d2TS215_2 C1904d2TS215_3 C1904d2TS215_4 C1904d2TS215_5 C1904d2TS228_1 C1904d2TS228_2 C1904d2TS228_3 C1904d2TS228_4 C1904d2TS228_5 C1904d2TS240_1 C1904d2TS240_2 C1904d2TS240_3 C1904d2TS240_4 C1904d2TS240_5 C1904d2TS258_1 C1904d2TS258_2 C1904d2TS258_3 C1904d2TS258_4 C1904d2TS258_5 C1904d2TS273_1 C1904d2TS273_2 C1904d2TS273_3 C1904d2TS273_4 C1904d2TS273_5 C1904d2TS347_1 C1904d2TS347_2 C1904d2TS347_3 C1904d2TS405_1 C1904d2TS405_2 C1904d2TS405_3 C1904d2TS405_4 C1904d2TS405_5 C1904d2TS438_1 C1904d2TS438_2 C1904d2TS438_3 C1904d2TS438_4 C1904d2TS438_5
0.281023 0.184072 0.118666 0.1504 0.128243 0.159541 1 0.316088 1 0.333639 1 0.368378 0.353494 0.333038 0.407773 0.348131 0.375801 0.375801 0.355593 0.428046 0.436848 0.40343 0.419179 0.422113 0.395728 0.408235 0.389257 0.369599 0.373134 0.344674 0.361019 0.362333 0.360566 0.333615 0.358108 0.348821 0.347857 0.35808 0.37331 0.391923 0.382533 0.388135 0.397087 0.393741 0.42155 0.415346 0.392085 0.414215 0.422158 0.403155 0.39124 0.378903 0.389311 0.373009 0.334945 0.342524 0.364965 0.395728 0.408235 0.389257 0.411267 0.369599 0.430383 0.353141 0.355128 0.427482 0.430353
0.241736 0.173085 0.10404 0.133345 0.128537 0.145603 0.325539 0.294164 0.325539 0.309299 0.325539 1 0.301332 0.284683 0.324739 0.321504 0.322364 0.322364 0.312214 0.372233 0.37469 0.35787 0.372122 0.354839 0.358147 0.357957 0.353668 0.314619 0.355697 0.278983 0.31364 0.324801 0.298607 0.311048 0.342667 0.346054 0.344801 0.333657 0.34618 0.348029 0.351855 0.347479 0.354879 0.356862 0.372048 0.368838 0.360166 0.363684 0.365139 0.345712 0.351311 0.334227 0.345175 0.345266 0.299857 0.311762 0.314651 0.358147 0.357957 0.353668 0.347552 0.314619 0.373232 0.324273 0.328024 0.374581 0.376625
0.214327 0.124561 0.097454 0.0988447 0.0961132 0.111945 0.285939 0.247858 0.285939 0.257246 0.285939 0.287621 1 0.436653 0.291368 0.286482 0.289875 0.289875 0.262263 0.339547 0.34562 0.336628 0.332504 0.323514 0.320648 0.324015 0.320612 0.30078 0.31085 0.254968 0.289235 0.260413 0.292241 0.278029 0.270637 0.27375 0.282939 0.265212 0.294077 0.317041 0.310817 0.30786 0.309966 0.328281 0.328312 0.327881 0.303848 0.321376 0.332549 0.312048 0.327173 0.308943 0.310434 0.299701 0.297475 0.285 0.274057 0.320648 0.324015 0.320612 0.329189 0.30078 0.324268 0.290492 0.288111 0.321485 0.321314
0.203041 0.112298 0.0660446 0.0783008 0.0785739 0.0952117 0.279675 0.239772 0.279675 0.255969 0.279675 0.265338 0.48016 1 0.281454 0.295975 0.298005 0.298005 0.283474 0.332676 0.329327 0.327027 0.325207 0.312416 0.319079 0.324344 0.320838 0.304878 0.296916 0.23943 0.280675 0.264589 0.279415 0.269227 0.272203 0.274773 0.275413 0.26687 0.290489 0.302252 0.300245 0.288602 0.285845 0.288681 0.324123 0.313282 0.314623 0.320379 0.321492 0.308196 0.313998 0.302574 0.297751 0.29492 0.283742 0.277323 0.270068 0.319079 0.324344 0.320838 0.313635 0.304878 0.314424 0.277001 0.271738 0.324912 0.314405
0.227526 0.131889 0.0820057 0.101616 0.0887558 0.103972 0.345093 0.282601 0.345093 0.325204 0.345093 0.31269 0.291066 0.279243 1 0.375306 0.353131 0.353131 0.537335 0.383507 0.385079 0.370793 0.385137 0.386537 0.389345 0.408908 0.394836 0.322849 0.381249 0.275903 0.315454 0.321407 0.334845 0.335622 0.336592 0.336718 0.333367 0.332451 0.373266 0.361526 0.369687 0.381138 0.378036 0.374261 0.397611 0.384782 0.383153 0.383262 0.389699 0.365272 0.372023 0.345333 0.348955 0.329765 0.330178 0.337108 0.332553 0.389345 0.408908 0.394836 0.409606 0.322849 0.409763 0.334352 0.358711 0.415576 0.423452
0.246549 0.130991 0.0861832 0.121204 0.0980918 0.11449 0.286734 0.274871 0.286734 0.280921 0.286734 0.305926 0.283041 0.270166 0.368169 1 0.349719 0.349719 0.334848 0.354133 0.353656 0.354496 0.358741 0.348934 0.359958 0.367569 0.367535 0.332872 0.36706 0.272701 0.314246 0.319902 0.313398 0.320061 0.338359 0.334237 0.330424 0.340223 0.346886 0.35443 0.352262 0.347636 0.360242 0.365464 0.372037 0.350065 0.342222 0.362195 0.379343 0.347443 0.347935 0.346007 0.340964 0.335609 0.313166 0.329041 0.298265 0.359958 0.367569 0.367535 0.36685 0.332872 0.362737 0.325955 0.320299 0.369523 0.373962
0.266759 0.141918 0.102518 0.118773 0.109435 0.128051 0.337118 0.287666 0.337118 0.324037 0.337118 0.331138 0.318058 0.316263 0.384562 0.372411 1 1 0.356005 0.388427 0.385146 0.387132 0.389792 0.380754 0.391636 0.392151 0.391893 0.349258 0.36947 0.298619 0.337607 0.316257 0.328833 0.337373 0.337215 0.338141 0.33789 0.330338 0.370792 0.345111 0.352137 0.357722 0.349057 0.362819 0.389334 0.393963 0.372193 0.384509 0.42004 0.369699 0.366304 0.353875 0.360571 0.34593 0.359431 0.363705 0.341389 0.391636 0.392151 0.391893 0.400514 0.349258 0.407275 0.33637 0.336912 0.40644 0.402948
0.266759 0.141918 0.102518 0.118773 0.109435 0.128051 0.337118 0.287666 0.337118 0.324037 0.337118 0.331138 0.318058 0.316263 0.384562 0.372411 1 1 0.356005 0.388427 0.385146 0.387132 0.389792 0.380754 0.391636 0.392151 0.391893 0.349258 0.36947 0.298619 0.337607 0.316257 0.328833 0.337373 0.337215 0.338141 0.33789 0.330338 0.370792 0.345111 0.352137 0.357722 0.349057 0.362819 0.389334 0.393963 0.372193 0.384509 0.42004 0.369699 0.366304 0.353875 0.360571 0.34593 0.359431 0.363705 0.341389 0.391636 0.392151 0.391893 0.400514 0.349258 0.407275 0.33637 0.336912 0.40644 0.402948
0.237902 0.142638 0.0998481 0.1121 0.106103 0.103445 0.299009 0.295157 0.299009 0.308563 0.299009 0.305132 0.27272 0.272509 0.551824 0.337498 0.341042 0.341042 1 0.341628 0.346234 0.336003 0.346076 0.343941 0.370822 0.377309 0.360165 0.305789 0.356816 0.270292 0.302232 0.294079 0.309562 0.288747 0.316574 0.316375 0.318145 0.316526 0.346638 0.329562 0.320608 0.33439 0.32876 0.338092 0.358014 0.342977 0.340804 0.353576 0.365223 0.342415 0.325694 0.322593 0.330564 0.30764 0.304986 0.320867 0.321964 0.370822 0.377309 0.360165 0.369198 0.305789 0.357391 0.307764 0.313901 0.366699 0.366181
0.240217 0.114687 0.0718656 0.092241 0.0935588 0.113928 0.379728 0.330447 0.379728 0.330164 0.379728 0.37481 0.343819 0.321069 0.403635 0.371244 0.368316 0.368316 0.354024 1 0.887071 0.658277 0.816199 0.798181 0.473823 0.476762 0.476691 0.377478 0.485584 0.301007 0.352237 0.34005 0.366348 0.356156 0.395341 0.396324 0.397167 0.395366 0.435837 0.439727 0.461487 0.45268 0.457441 0.459191 0.492989 0.495659 0.491309 0.484843 0.485018 0.425096 0.430174 0.416568 0.422222 0.39052 0.331017 0.353593 0.336016 0.473823 0.476762 0.476691 0.486996 0.377478 0.511584 0.390656 0.388126 0.514733 0.513825
0.233707 0.121319 0.0695922 0.0921746 0.0904809 0.110451 0.384604 0.324764 0.384604 0.336111 0.384604 0.377247 0.346911 0.321002 0.401662 0.362754 0.364722 0.364722 0.35676 0.884846 1 0.65092 0.828392 0.81659 0.467066 0.467777 0.47099 0.378491 0.484301 0.294501 0.362192 0.34651 0.370019 0.358817 0.388326 0.391239 0.394613 0.386906 0.440479 0.443206 0.465506 0.442854 0.456779 0.455934 0.485802 0.495312 0.486605 0.478379 0.492967 0.424838 0.4285 0.411335 0.41937 0.390426 0.333205 0.347278 0.343618 0.467066 0.467777 0.47099 0.477019 0.378491 0.505631 0.385813 0.387434 0.516068 0.510104
0.227129 0.126106 0.0766198 0.0945497 0.0873141 0.101804 0.347894 0.30169 0.347894 0.312147 0.347894 0.355144 0.33673 0.307805 0.384736 0.358448 0.361407 0.361407 0.342016 0.635171 0.632005 1 0.624221 0.609894 0.458493 0.460968 0.459323 0.360149 0.464059 0.283706 0.345296 0.338133 0.344049 0.349291 0.403005 0.39387 0.38757 0.407409 0.429345 0.434636 0.442505 0.422359 0.437814 0.433395 0.445464 0.452971 0.448349 0.446302 0.451227 0.407655 0.39799 0.400631 0.404137 0.380892 0.341098 0.354647 0.339061 0.458493 0.460968 0.459323 0.461615 0.360149 0.476127 0.404005 0.387083 0.481795 0.480288
0.239987 0.117674 0.0700021 0.102283 0.0840402 0.10663 0.370954 0.340036 0.370954 0.343399 0.370954 0.379098 0.33443 0.322693 0.403255 0.375251 0.372228 0.372228 0.355731 0.826417 0.842185 0.65041 1 0.785059 0.469742 0.479381 0.471934 0.374136 0.476786 0.296571 0.353261 0.339244 0.379518 0.363769 0.393096 0.389777 0.386029 0.390559 0.437922 0.44148 0.460975 0.434135 0.453687 0.460549 0.475862 0.495834 0.491145 0.479851 0.488478 0.419765 0.438559 0.41575 0.419677 0.385009 0.338892 0.352832 0.340025 0.469742 0.479381 0.471934 0.483845 0.374136 0.508043 0.39042 0.389363 0.512449 0.511661
0.243778 0.132811 0.0818791 0.105344 0.101825 0.119393 0.381146 0.331125 0.381146 0.331645 0.381146 0.369336 0.337782 0.313483 0.410986 0.371021 0.367496 0.367496 0.365446 0.803793 0.822301 0.637937 0.776758 1 0.46844 0.472762 0.465808 0.381825 0.473731 0.314517 0.35617 0.340797 0.365276 0.348333 0.390521 0.387202 0.386325 0.39314 0.437939 0.441475 0.462806 0.456025 0.456721 0.460908 0.477076 0.482267 0.485122 0.487673 0.477453 0.432849 0.437064 0.413541 0.416487 0.38594 0.348919 0.361814 0.344231 0.46844 0.472762 0.465808 0.48182 0.381825 0.508612 0.404079 0.391676 0.512353 0.508537
0.254924 0.125332 0.0731794 0.0909802 0.0866167 0.104711 0.336977 0.291576 0.336977 0.337548 0.336977 0.35128 0.327911 0.304703 0.406678 0.385647 0.372167 0.372167 0.373695 0.475958 0.470755 0.46614 0.463957 0.461262 1 0.72059 0.656795 0.449117 0.460074 0.31326 0.37418 0.344759 0.360208 0.343792 0.423834 0.418876 0.418888 0.418602 0.440054 0.451037 0.447657 0.456349 0.456731 0.435912 0.462896 0.457532 0.443495 0.459406 0.454713 0.425369 0.411197 0.407334 0.406286 0.393085 0.335175 0.34374 0.347056 1 0.72059 0.656795 0.709697 0.449117 0.476059 0.379288 0.388186 0.478534 0.478931
0.277108 0.134286 0.0810758 0.10069 0.0958088 0.110178 0.366855 0.300793 0.366855 0.357214 0.366855 0.374368 0.35104 0.329067 0.447957 0.411189 0.394412 0.394412 0.396857 0.503439 0.49483 0.495036 0.502011 0.485124 0.765832 1 0.722768 0.458293 0.49246 0.334756 0.386383 0.358873 0.381406 0.374698 0.429592 0.423862 0.422746 0.426349 0.460572 0.476783 0.464033 0.467735 0.488611 0.455547 0.479613 0.475048 0.460883 0.472085 0.474541 0.448756 0.44023 0.441099 0.428651 0.424461 0.356687 0.371116 0.383558 0.765832 1 0.722768 0.728278 0.458293 0.498865 0.391088 0.412868 0.496049 0.500924
0.264626 0.131627 0.0845715 0.0941959 0.0933519 0.115207 0.347268 0.310006 0.347268 0.337334 0.347268 0.362616 0.350338 0.322389 0.426092 0.405715 0.38615 0.38615 0.375929 0.500397 0.492356 0.488252 0.495569 0.479052 0.691363 0.706967 1 0.45137 0.478528 0.325762 0.383222 0.353358 0.378158 0.367439 0.427496 0.425662 0.420314 0.420323 0.457933 0.456722 0.457083 0.454421 0.478377 0.448564 0.477157 0.461139 0.4582 0.466042 0.451552 0.443317 0.42914 0.422807 0.413382 0.416166 0.342083 0.357528 0.36571 0.691363 0.706967 1 0.688061 0.45137 0.49893 0.387987 0.407245 0.489107 0.489888
0.216778 0.114942 0.0731992 0.0851909 0.0850627 0.114391 0.277788 0.248721 0.277788 0.267319 0.277788 0.278259 0.276967 0.266399 0.295656 0.311649 0.297147 0.297147 0.274164 0.338751 0.338838 0.325126 0.336741 0.333175 0.387539 0.372871 0.381253 1 0.327107 0.262673 0.313212 0.290626 0.289601 0.280135 0.297352 0.296276 0.292657 0.294042 0.299073 0.337127 0.322952 0.332055 0.341353 0.324624 0.335059 0.330161 0.322232 0.333133 0.346023 0.32672 0.325538 0.317941 0.310061 0.307676 0.276808 0.281952 0.285132 0.387539 0.372871 0.381253 0.371723 1 0.354266 0.295593 0.294425 0.34612 0.343863
0.228308 0.121668 0.0810237 0.083126 0.0916283 0.101992 0.29206 0.269398 0.29206 0.303996 0.29206 0.325955 0.298038 0.269035 0.355672 0.351179 0.32518 0.32518 0.336383 0.441525 0.442233 0.434939 0.436351 0.425752 0.421008 0.42211 0.423293 0.343156 1 0.264479 0.321629 0.327646 0.312067 0.311712 0.409631 0.408426 0.409882 0.403961 0.474328 0.387559 0.402904 0.394336 0.39443 0.398687 0.440716 0.420401 0.422713 0.414985 0.442906 0.415989 0.407663 0.40899 0.396714 0.398811 0.296316 0.308806 0.312902 0.421008 0.42211 0.423293 0.433582 0.343156 0.432383 0.373117 0.368101 0.430972 0.427211
0.263939 0.182732 0.113651 0.141146 0.122293 0.145463 0.323069 0.264471 0.323069 0.284069 0.323069 0.299868 0.308002 0.272334 0.319828 0.309614 0.317887 0.317887 0.294767 0.328583 0.326599 0.32078 0.326507 0.329826 0.343041 0.341942 0.339791 0.317399 0.319456 1 0.334153 0.290528 0.331818 0.297512 0.305789 0.300896 0.30109 0.307918 0.324631 0.327542 0.338042 0.321739 0.341306 0.320477 0.340776 0.338617 0.331006 0.343168 0.341937 0.317553 0.353592 0.328736 0.33455 0.313467 0.29878 0.298935 0.325389 0.343041 0.341942 0.339791 0.341525 0.317399 0.34755 0.29653 0.301918 0.351465 0.349668
0.222781 0.134359 0.0858701 0.10048 0.0837179 0.118794 0.295776 0.247315 0.295776 0.274574 0.295776 0.292627 0.295056 0.272226 0.308211 0.317265 0.317159 0.317159 0.301433 0.331266 0.341769 0.331809 0.333141 0.330891 0.348619 0.336728 0.335028 0.330484 0.334246 0.304365 1 0.31494 0.330858 0.305211 0.326593 0.32171 0.319809 0.328825 0.314196 0.327156 0.314229 0.324509 0.317192 0.303505 0.34317 0.335398 0.32853 0.351638 0.361327 0.341148 0.342026 0.350717 0.340288 0.323851 0.313489 0.31242 0.313987 0.348619 0.336728 0.335028 0.355567 0.330484 0.340543 0.304487 0.317361 0.345947 0.348006
0.205234 0.131701 0.0966097 0.103809 0.098895 0.116616 0.290045 0.236744 0.290045 0.251781 0.290045 0.292773 0.254973 0.247792 0.301094 0.295614 0.269248 0.269248 0.274895 0.306175 0.312482 0.319224 0.303543 0.305692 0.317504 0.307928 0.309092 0.300363 0.338332 0.250323 0.296522 1 0.289545 0.277864 0.323022 0.319542 0.315588 0.3309 0.321434 0.292985 0.318158 0.298367 0.302335 0.301086 0.328117 0.324511 0.306693 0.31918 0.324429 0.3209 0.324496 0.306699 0.318164 0.297623 0.284126 0.284961 0.271525 0.317504 0.307928 0.309092 0.309064 0.300363 0.3259 0.284887 0.305033 0.330327 0.330765
0.244614 0.125737 0.0977401 0.0982675 0.099305 0.112447 0.308179 0.262127 0.308179 0.289935 0.308179 0.290278 0.279128 0.262476 0.332926 0.303049 0.301296 0.301296 0.293884 0.349662 0.352401 0.331023 0.355561 0.339827 0.34107 0.342835 0.342716 0.299709 0.327466 0.296817 0.335943 0.312424 1 0.294338 0.316079 0.314977 0.316989 0.310581 0.313486 0.320868 0.323872 0.319416 0.333232 0.341562 0.367713 0.355615 0.349075 0.341564 0.369752 0.342274 0.361097 0.3245 0.329853 0.32913 0.277774 0.280822 0.290597 0.34107 0.342835 0.342716 0.344528 0.299709 0.361333 0.312582 0.309069 0.365022 0.362717
0.221257 0.145553 0.0915478 0.104738 0.0965211 0.109451 0.278475 0.24811 0.278475 0.266764 0.278475 0.291335 0.273023 0.267505 0.338838 0.31997 0.305489 0.305489 0.294078 0.338435 0.33873 0.341043 0.334439 0.328854 0.333441 0.333918 0.33396 0.307832 0.336274 0.271353 0.311089 0.296099 0.289879 1 0.306801 0.30195 0.300969 0.301717 0.307103 0.322976 0.314116 0.309101 0.314219 0.317396 0.342966 0.344843 0.336262 0.330413 0.331848 0.316819 0.325679 0.31085 0.306237 0.299374 0.282481 0.28583 0.294131 0.333441 0.333918 0.33396 0.335949 0.307832 0.345565 0.292711 0.308749 0.352905 0.34928
0.253618 0.149333 0.103123 0.115207 0.112853 0.140301 0.29783 0.296222 0.29783 0.312315 0.29783 0.331294 0.284882 0.271076 0.350282 0.347048 0.330702 0.330702 0.316175 0.389684 0.381748 0.408681 0.37866 0.373204 0.420406 0.407029 0.412396 0.343134 0.453537 0.28095 0.338692 0.351404 0.324059 0.318934 1 0.880713 0.789827 0.861554 0.533777 0.375264 0.384088 0.360041 0.373321 0.375192 0.415981 0.391997 0.402164 0.383314 0.397778 0.381703 0.391723 0.407488 0.392378 0.386396 0.331657 0.337846 0.308396 0.420406 0.407029 0.412396 0.4195 0.343134 0.409605 0.33795 0.336924 0.411637 0.412423
0.25687 0.15028 0.10586 0.114384 0.112195 0.143337 0.294898 0.2921 0.294898 0.314682 0.294898 0.332412 0.292627 0.275022 0.360261 0.344697 0.3337 0.3337 0.32293 0.389868 0.384641 0.403977 0.375563 0.370234 0.422556 0.406006 0.413943 0.344142 0.455095 0.284809 0.339784 0.353423 0.328346 0.31932 0.886262 1 0.873265 0.788392 0.553271 0.375997 0.386254 0.364656 0.380301 0.382138 0.421593 0.390756 0.40603 0.384162 0.397525 0.377905 0.39249 0.411036 0.396309 0.388174 0.336102 0.345717 0.311805 0.422556 0.406006 0.413943 0.420815 0.344142 0.405098 0.342502 0.341994 0.407731 0.410061
0.259421 0.153782 0.107715 0.116738 0.112864 0.145226 0.29636 0.287831 0.29636 0.314257 0.29636 0.334199 0.300471 0.274984 0.36608 0.345275 0.336346 0.336346 0.330903 0.390923 0.389679 0.401833 0.375198 0.37362 0.427537 0.409647 0.411307 0.34289 0.456377 0.287199 0.341279 0.352668 0.332108 0.32396 0.806927 0.876702 1 0.73192 0.568581 0.382854 0.387432 0.37219 0.388013 0.387611 0.423645 0.394554 0.410303 0.390108 0.405457 0.384487 0.393707 0.415526 0.399828 0.390443 0.33943 0.353264 0.313801 0.427537 0.409647 0.411307 0.424255 0.34289 0.407911 0.346543 0.347398 0.411022 0.407911
