C1906TS003_1 C1906TS003_2 C1906TS003_3 C1906TS044_1 C1906TS066_1 C1906TS067_1 C1906TS067_2 C1906TS067_3 C1906TS067_4 C1906TS067_5 C1906TS073_1 C1906TS073_2 C1906TS073_3 C1906TS073_4 C1906TS073_5 C1906TS087_1 C1906TS087_2 C1906TS087_3 C1906TS087_4 C1906TS102_1 C1906TS102_2 C1906TS103_1 C1906TS103_2 C1906TS123_1 C1906TS123_2 C1906TS123_3 C1906TS123_4 C1906TS123_5 C1906TS131_1 C1906TS131_2 C1906TS131_3 C1906TS131_4 C1906TS131_5 C1906TS152_1 C1906TS152_2 C1906TS152_3 C1906TS152_4 C1906TS152_5 C1906TS156_1 C1906TS156_2 C1906TS156_3 C1906TS156_4 C1906TS156_5 C1906TS158_1 C1906TS158_2 C1906TS158_3 C1906TS158_4 C1906TS158_5 C1906TS182_1 C1906TS182_2 C1906TS182_3 C1906TS182_4 C1906TS182_5 C1906TS196_1 C1906TS200_1 C1906TS210_1 C1906TS210_2 C1906TS210_3 C1906TS210_4 C1906TS210_5 C1906TS211_1 C1906TS211_2 C1906TS211_3 C1906TS211_4 C1906TS211_5 C1906TS213_1 C1906TS213_2 C1906TS213_3 C1906TS213_4 C1906TS213_5 C1906TS215_1 C1906TS215_2 C1906TS215_3 C1906TS215_4 C1906TS215_5 C1906TS228_1 C1906TS230_1 C1906TS230_2 C1906TS230_3 C1906TS230_4 C1906TS230_5 C1906TS240_1 C1906TS240_2 C1906TS240_3 C1906TS240_4 C1906TS240_5 C1906TS247_1 C1906TS247_2 C1906TS247_3 C1906TS247_4 C1906TS247_5 C1906TS258_1 C1906TS258_2 C1906TS258_3 C1906TS258_4 C1906TS258_5 C1906TS270_1 C1906TS273_1 C1906TS273_2 C1906TS273_3 C1906TS273_4 C1906TS273_5 C1906TS278_1 C1906TS278_2 C1906TS278_3 C1906TS278_4 C1906TS278_5 C1906TS299_1 C1906TS299_2 C1906TS299_3 C1906TS299_4 C1906TS299_5 C1906TS301_1 C1906TS309_1 C1906TS309_2 C1906TS309_3 C1906TS309_4 C1906TS309_5 C1906TS346_1 C1906TS347_1 C1906TS349_1 C1906TS349_2 C1906TS349_3 C1906TS349_4 C1906TS349_5 C1906TS359_1 C1906TS369_1 C1906TS369_2 C1906TS369_3 C1906TS369_4 C1906TS369_5 C1906TS389_1 C1906TS389_2 C1906TS389_3 C1906TS389_4 C1906TS389_5 C1906TS401_1 C1906TS404_1 C1906TS404_2 C1906TS404_3 C1906TS404_4 C1906TS404_5 C1906TS405_1 C1906TS405_2 C1906TS405_3 C1906TS405_4 C1906TS405_5 C1906TS413_1 C1906TS413_2 C1906TS413_3 C1906TS413_4 C1906TS413_5 C1906TS414_1 C1906TS414_2 C1906TS414_3 C1906TS414_4 C1906TS414_5 C1906TS438_1 C1906TS438_2 C1906TS438_3 C1906TS438_4 C1906TS438_5
0.306148 0.293251 0.265102 0.502029 0.29453 0.268826 0.285444 0.276099 0.218113 0.207201 0.369964 0.379556 0.380071 0.379742 0.390087 0.496825 0.482178 0.449186 0.493763 0.29966 0.463338 0.289536 0.29966 0.340605 0.326654 0.326172 0.326172 0.326172 0.529512 0.523697 0.531332 0.53386 0.531137 0.564221 0.55724 0.501369 0.515286 0.376222 0.801183 0.794095 0.761545 0.799924 1 0.193716 0.26638 0.267864 0.253364 0.278003 0.287447 0.35045 0.300025 0.357904 0.341536 0.455487 0.348476 0.48588 0.421897 0.464201 0.40067 0.451056 0.519191 0.331939 0.374293 0.374496 0.369234 0.493801 0.499851 0.500897 0.49344 0.493729 0.50899 0.463858 0.472718 0.478317 0.47844 0.488677 0.332806 0.30371 0.277036 0.320843 0.303421 0.41078 0.421048 0.425215 0.440859 0.399383 0.465877 0.461221 0.467209 0.462414 0.477834 0.357325 0.37553 0.344013 0.374444 0.355172 0.382495 0.370484 0.375233 0.372054 0.20292 0.254921 0.501476 0.495862 0.484377 0.498368 0.498309 0.501476 0.495862 0.484377 0.498368 0.498309 0.502029 0.469615 0.451638 0.434886 0.448417 0.416481 0.108635 0.32106 0.348236 0.353919 0.340577 0.341943 0.361932 0.484142 0.510304 0.482702 0.497628 0.474386 0.486343 0.400923 0.376013 0.381461 0.373025 0.377008 0.622257 0.31541 0.318437 0.313292 0.325622 0.318128 0.48588 0.493302 0.495494 0.497778 0.490191 0.564485 0.541662 0.53516 0.545864 0.542255 0.507934 0.503227 0.533332 0.514742 0.544912 0.581581 0.550514 0.569317 0.56459 0.555998
0.332231 0.353571 0.361928 0.350076 0.333997 0.330103 0.330354 0.330354 0.34723 0.335915 0.320848 0.328454 0.340781 0.326061 0.328154 0.34385 0.335024 0.333991 0.343397 0.335001 0.337622 0.324683 0.335001 0.326747 0.3399 0.326538 0.326538 0.326538 0.329152 0.331876 0.333583 0.327958 0.331513 0.359853 0.35972 0.353263 0.349647 0.333745 0.343188 0.336237 0.339562 0.333022 0.336224 1 0.317706 0.326014 0.33366 0.312753 0.306652 0.33323 0.303492 0.333962 0.32776 0.339409 0.295914 0.361519 0.314415 0.330281 0.32972 0.334102 0.359639 0.340499 0.327585 0.331283 0.324562 0.340974 0.342642 0.34716 0.348394 0.345689 0.33016 0.334707 0.33321 0.335835 0.327524 0.340006 0.32709 0.306907 0.32648 0.321439 0.32914 0.337448 0.340627 0.321505 0.32599 0.337092 0.344017 0.332668 0.339315 0.330712 0.345135 0.319036 0.330142 0.30221 0.334697 0.322642 0.340904 0.324908 0.331917 0.32579 0.266619 0.327776 0.336355 0.342566 0.343619 0.347086 0.34628 0.336355 0.342566 0.343619 0.347086 0.34628 0.350076 0.327259 0.324338 0.31762 0.315935 0.327745 0.140191 0.31481 0.343443 0.321711 0.331265 0.354088 0.341112 0.341459 0.343864 0.343208 0.343044 0.340386 0.343433 0.334062 0.329469 0.323626 0.337395 0.328527 0.297777 0.317694 0.321112 0.312135 0.316854 0.318412 0.361519 0.353171 0.358826 0.363123 0.353269 0.349947 0.350282 0.346156 0.359334 0.345808 0.339059 0.351765 0.3518 0.352485 0.346252 0.359812 0.355298 0.359623 0.364337 0.354568
0.417967 0.430901 0.435822 0.436503 0.394454 0.390021 0.404803 0.404995 0.376996 0.363402 0.424714 0.41834 0.417877 0.4267 0.423429 0.437399 0.444646 0.414988 0.427584 0.433716 0.449834 0.445846 0.433716 0.442255 0.438999 0.43566 0.43566 0.43566 0.441599 0.432159 0.442022 0.439778 0.433291 0.460092 0.455394 0.444459 0.475296 0.433483 0.445248 0.451976 0.433283 0.450146 0.44891 0.348614 1 0.439487 0.382965 0.3805 0.397324 0.443138 0.393889 0.446829 0.427171 0.44888 0.379558 0.435987 0.425568 0.417493 0.407294 0.418274 0.475171 0.435826 0.417956 0.423794 0.41718 0.436377 0.432413 0.43719 0.437153 0.437365 0.432513 0.437709 0.446394 0.438413 0.433383 0.434433 0.416797 0.432207 0.439021 0.442976 0.442626 0.458914 0.462839 0.459264 0.450969 0.459334 0.469154 0.446561 0.449851 0.445635 0.457111 0.427776 0.445053 0.434413 0.444323 0.444176 0.468347 0.423074 0.433774 0.428825 0.277708 0.39233 0.439305 0.436618 0.440559 0.442666 0.446137 0.439305 0.436618 0.440559 0.442666 0.446137 0.436503 0.463083 0.435634 0.43202 0.420444 0.426295 0.229776 0.430535 0.426057 0.439722 0.422025 0.438112 0.465946 0.45712 0.447857 0.467057 0.454604 0.468103 0.443182 0.487434 0.502079 0.475249 0.421875 0.429517 0.383714 0.456645 0.458557 0.451274 0.454672 0.45851 0.435987 0.453874 0.457021 0.460019 0.450333 0.447305 0.454983 0.465013 0.456346 0.45383 0.448235 0.460558 0.465783 0.476939 0.460778 0.46276 0.456957 0.46353 0.454376 0.464682
0.303358 0.291165 0.295848 0.337886 0.29106 0.292428 0.316531 0.312346 0.283705 0.274278 0.317723 0.306354 0.315268 0.314192 0.315496 0.338227 0.3403 0.318979 0.332929 0.304794 0.337798 0.318783 0.304794 0.324668 0.33877 0.322843 0.322843 0.322843 0.335464 0.336153 0.336443 0.332244 0.338335 0.338929 0.335204 0.345071 0.353437 0.333353 0.333655 0.3327 0.326712 0.337388 0.333005 0.242945 0.321681 1 0.288501 0.293859 0.303831 0.342107 0.308925 0.343142 0.339064 0.320386 0.293862 0.331902 0.315666 0.3314 0.313868 0.322649 0.350361 0.324013 0.317014 0.320332 0.318751 0.339108 0.338126 0.335979 0.34327 0.337493 0.329948 0.344914 0.332765 0.356309 0.331814 0.336406 0.324921 0.303273 0.320509 0.330449 0.331525 0.329851 0.334933 0.334621 0.337772 0.330859 0.337623 0.325423 0.331345 0.339753 0.332111 0.31984 0.3357 0.326566 0.340465 0.323598 0.315545 0.321511 0.320466 0.320447 0.228743 0.31402 0.342099 0.34077 0.34352 0.342839 0.333299 0.342099 0.34077 0.34352 0.342839 0.333299 0.337886 0.334622 0.327329 0.318047 0.315194 0.320043 0.148506 0.321509 0.317198 0.317437 0.309537 0.326693 0.334134 0.339853 0.327938 0.335392 0.337535 0.33319 0.325042 0.336769 0.349253 0.336926 0.312708 0.328224 0.28887 0.33473 0.340321 0.334952 0.333031 0.338098 0.331902 0.325996 0.329339 0.330675 0.332205 0.335729 0.344512 0.343982 0.350034 0.33305 0.333285 0.334241 0.332714 0.343574 0.323983 0.34474 0.344003 0.341965 0.33859 0.343633
0.292048 0.270626 0.270114 0.327284 0.285481 0.276737 0.27416 0.266509 0.243571 0.238981 0.299866 0.319123 0.295949 0.29429 0.309089 0.32058 0.313097 0.300099 0.306609 0.287341 0.323044 0.276391 0.287341 0.304537 0.293127 0.29344 0.29344 0.29344 0.302715 0.306422 0.303779 0.304258 0.30526 0.325591 0.315497 0.325771 0.316214 0.286914 0.324986 0.313193 0.311923 0.3159 0.309487 0.231867 0.265338 0.278656 1 0.468784 0.267889 0.301531 0.272123 0.304288 0.307685 0.317096 0.278305 0.305272 0.301958 0.297938 0.288854 0.288814 0.315571 0.29869 0.273595 0.276461 0.276527 0.320678 0.318196 0.324548 0.323821 0.326479 0.332043 0.310187 0.302466 0.319945 0.314171 0.315794 0.279748 0.283574 0.268386 0.273822 0.275954 0.307414 0.303417 0.312765 0.317829 0.313997 0.320044 0.322976 0.316267 0.314339 0.311393 0.298443 0.30622 0.292803 0.300765 0.298759 0.302303 0.277597 0.278552 0.275193 0.198646 0.247183 0.322636 0.320658 0.321892 0.325091 0.313237 0.322636 0.320658 0.321892 0.325091 0.313237 0.327284 0.325393 0.299108 0.302356 0.306558 0.301027 0.115776 0.277665 0.296773 0.293774 0.291486 0.298605 0.302982 0.326809 0.319502 0.323313 0.324576 0.32322 0.318575 0.303028 0.299607 0.295107 0.299306 0.290168 0.276027 0.296099 0.296751 0.297112 0.298426 0.299363 0.305272 0.305821 0.319918 0.309776 0.302668 0.322249 0.316677 0.322811 0.322268 0.315572 0.316372 0.326319 0.326296 0.314965 0.326216 0.319541 0.321943 0.318289 0.325971 0.316428
0.272353 0.254714 0.270751 0.328898 0.269145 0.269833 0.262816 0.263055 0.245955 0.236645 0.30029 0.29426 0.290177 0.301045 0.296207 0.322093 0.316328 0.309599 0.303738 0.288402 0.31415 0.273361 0.288402 0.285063 0.286982 0.281867 0.281867 0.281867 0.298177 0.298592 0.293256 0.298872 0.296145 0.320443 0.318536 0.325791 0.322384 0.27421 0.309085 0.308946 0.312374 0.308085 0.31096 0.19952 0.247431 0.276641 0.447849 1 0.262829 0.305706 0.264376 0.307234 0.299859 0.307967 0.259102 0.302362 0.304954 0.289395 0.27402 0.289487 0.313624 0.304602 0.266349 0.271719 0.270367 0.322138 0.327364 0.329124 0.327507 0.328979 0.320854 0.308052 0.302942 0.303589 0.31402 0.314095 0.277596 0.266878 0.272332 0.283849 0.289144 0.310793 0.301662 0.307932 0.298989 0.319155 0.291727 0.312816 0.300763 0.304406 0.302819 0.291375 0.291073 0.292208 0.300034 0.289455 0.297485 0.275082 0.277207 0.271858 0.186747 0.24205 0.320922 0.313715 0.318101 0.311337 0.313102 0.320922 0.313715 0.318101 0.311337 0.313102 0.328898 0.311189 0.293587 0.305039 0.305433 0.289856 0.109277 0.283265 0.27186 0.282872 0.278389 0.279249 0.296908 0.312365 0.315824 0.323948 0.31744 0.319456 0.31222 0.298201 0.297033 0.300513 0.290139 0.27617 0.279156 0.292768 0.291286 0.297813 0.292113 0.298165 0.302362 0.311263 0.315436 0.305154 0.305639 0.316277 0.310948 0.319103 0.317937 0.307105 0.315374 0.314225 0.307483 0.298572 0.31268 0.318971 0.32574 0.317751 0.318216 0.315327
0.273333 0.265236 0.254569 0.322221 0.250285 0.251612 0.27183 0.269612 0.221916 0.225508 0.309583 0.293328 0.274335 0.293932 0.286838 0.312237 0.314048 0.311208 0.30617 0.281756 0.309603 0.27706 0.281756 0.279126 0.297519 0.276986 0.276986 0.276986 0.313887 0.308398 0.308916 0.314191 0.312369 0.319058 0.321315 0.326363 0.317175 0.286953 0.311444 0.308291 0.307585 0.30939 0.307867 0.201112 0.248943 0.268849 0.239733 0.248083 1 0.313775 0.742112 0.313879 0.303858 0.31697 0.271243 0.312283 0.312129 0.305648 0.300536 0.302364 0.32022 0.300168 0.285906 0.294866 0.287189 0.32216 0.315197 0.325779 0.31941 0.322115 0.322229 0.316042 0.307038 0.321316 0.312806 0.312952 0.290363 0.288849 0.277047 0.282117 0.266113 0.301521 0.314389 0.302254 0.306507 0.30889 0.30908 0.310107 0.306572 0.304794 0.295596 0.304539 0.306593 0.297578 0.310724 0.311219 0.291566 0.291135 0.292461 0.28566 0.189936 0.243519 0.313581 0.311444 0.308742 0.313666 0.310962 0.313581 0.311444 0.308742 0.313666 0.310962 0.322221 0.309883 0.297781 0.299123 0.311004 0.30201 0.10924 0.28054 0.281754 0.308623 0.284899 0.291946 0.302051 0.315794 0.313128 0.315459 0.313511 0.308987 0.310423 0.308394 0.303549 0.309467 0.289851 0.300178 0.279155 0.302192 0.301399 0.299538 0.304465 0.300507 0.312283 0.317585 0.32153 0.317603 0.316305 0.325318 0.327843 0.318901 0.325328 0.320322 0.307198 0.307392 0.309704 0.32243 0.315558 0.322818 0.324431 0.31919 0.319751 0.328208
0.318388 0.304436 0.290222 0.373317 0.302563 0.28169 0.295249 0.287003 0.244027 0.24809 0.349511 0.344149 0.339287 0.334627 0.34137 0.402406 0.397158 0.367377 0.377422 0.310701 0.374668 0.310328 0.310701 0.348873 0.329812 0.321744 0.321744 0.321744 0.364289 0.36793 0.371908 0.370836 0.365947 0.38631 0.381378 0.377118 0.372575 0.342116 0.376711 0.375003 0.374119 0.376247 0.373374 0.222299 0.284168 0.300515 0.281576 0.289518 0.32198 1 0.318631 0.805475 0.676837 0.372775 0.319648 0.378896 0.364498 0.36247 0.349661 0.349037 0.375574 0.334407 0.344832 0.333352 0.339172 0.375416 0.374481 0.375435 0.37405 0.377029 0.376671 0.371707 0.362876 0.361906 0.362391 0.372487 0.310468 0.295694 0.308704 0.315696 0.31907 0.395831 0.387453 0.383746 0.387501 0.387378 0.369055 0.371926 0.365614 0.374139 0.371714 0.35742 0.35763 0.339088 0.361198 0.36419 0.338333 0.342998 0.344515 0.343017 0.215599 0.282944 0.403725 0.398723 0.402626 0.401923 0.395963 0.403725 0.398723 0.402626 0.401923 0.395963 0.373317 0.394273 0.385499 0.376862 0.385731 0.375449 0.138517 0.344731 0.341378 0.347929 0.333912 0.331329 0.351909 0.383723 0.392008 0.37688 0.379114 0.390603 0.378185 0.359381 0.356795 0.344903 0.347159 0.357449 0.320028 0.349575 0.355945 0.354169 0.345597 0.354183 0.378896 0.390222 0.380622 0.377949 0.375639 0.382802 0.385304 0.381412 0.382955 0.378795 0.375678 0.374888 0.372116 0.385688 0.389236 0.391378 0.383385 0.384002 0.394489 0.389611
0.271976 0.27913 0.255408 0.334223 0.255209 0.262051 0.281399 0.274479 0.222325 0.22662 0.30716 0.300637 0.286778 0.310434 0.293118 0.322902 0.326782 0.323524 0.322876 0.28669 0.322552 0.287005 0.28669 0.287635 0.303138 0.292923 0.292923 0.292923 0.319383 0.318429 0.316797 0.322572 0.319761 0.3311 0.332727 0.341994 0.327171 0.29385 0.333126 0.325021 0.325687 0.326894 0.326463 0.206984 0.252155 0.280494 0.247246 0.252841 0.743113 0.31395 1 0.314866 0.309014 0.327464 0.283164 0.319944 0.309964 0.313972 0.299951 0.314235 0.328922 0.306108 0.288453 0.292716 0.283949 0.330077 0.330443 0.337981 0.332968 0.33431 0.330807 0.330018 0.317768 0.328886 0.324705 0.32763 0.294261 0.28697 0.279365 0.293241 0.279688 0.319355 0.326536 0.313077 0.319236 0.322119 0.317923 0.323328 0.317402 0.317442 0.310091 0.307082 0.322006 0.311259 0.319433 0.314385 0.303963 0.287702 0.292744 0.28918 0.18517 0.247331 0.324124 0.320267 0.31957 0.325124 0.320063 0.324124 0.320267 0.31957 0.325124 0.320063 0.334223 0.32504 0.30757 0.309045 0.317308 0.306788 0.109449 0.283535 0.28916 0.311529 0.296211 0.30222 0.308425 0.331355 0.326161 0.332368 0.332918 0.32507 0.325502 0.320016 0.317755 0.31419 0.296572 0.309222 0.296839 0.308432 0.304439 0.302113 0.312534 0.30573 0.319944 0.320392 0.328223 0.322399 0.322019 0.340001 0.342989 0.33138 0.33805 0.327625 0.314913 0.311034 0.314247 0.32846 0.318875 0.337373 0.33533 0.335679 0.330676 0.340439
0.314585 0.303161 0.28392 0.380815 0.30006 0.2759 0.300476 0.288368 0.238331 0.23948 0.348933 0.343982 0.340795 0.334019 0.340134 0.396535 0.394432 0.370108 0.384074 0.305844 0.382895 0.311433 0.305844 0.34712 0.317414 0.32547 0.32547 0.32547 0.370362 0.373477 0.37644 0.376683 0.3729 0.390705 0.387874 0.380788 0.382573 0.343436 0.375194 0.372788 0.370374 0.374402 0.370577 0.219735 0.28165 0.296296 0.282878 0.289666 0.313816 0.79202 0.314278 1 0.640117 0.371939 0.325637 0.389142 0.363801 0.363084 0.352271 0.361465 0.384415 0.334763 0.345061 0.338486 0.338104 0.381968 0.379635 0.382313 0.378659 0.381805 0.379377 0.37104 0.369555 0.367476 0.364545 0.377423 0.305928 0.299987 0.307448 0.313797 0.315442 0.394072 0.382496 0.383051 0.38915 0.391068 0.373609 0.376446 0.368527 0.374792 0.378694 0.359674 0.357503 0.336277 0.352396 0.353772 0.338897 0.337838 0.346587 0.341816 0.216747 0.277417 0.40578 0.400782 0.402337 0.398949 0.39196 0.40578 0.400782 0.402337 0.398949 0.39196 0.380815 0.400643 0.392098 0.384656 0.388266 0.378334 0.136525 0.333364 0.330183 0.339533 0.340308 0.329278 0.349885 0.387637 0.388108 0.376835 0.383433 0.39075 0.377469 0.358509 0.354777 0.337268 0.346256 0.350213 0.321814 0.342818 0.349973 0.348564 0.340373 0.345528 0.389142 0.388636 0.381416 0.380317 0.379056 0.38529 0.382775 0.386903 0.387386 0.383748 0.380612 0.372782 0.368581 0.381226 0.38487 0.388534 0.382381 0.381817 0.397791 0.386336
0.310212 0.293243 0.285414 0.374155 0.311393 0.284474 0.299361 0.292917 0.246453 0.242582 0.339267 0.34078 0.34053 0.336387 0.331638 0.383504 0.387947 0.358207 0.37423 0.315071 0.372811 0.315686 0.315071 0.333859 0.316351 0.320269 0.320269 0.320269 0.364939 0.369023 0.365693 0.368964 0.368832 0.380169 0.375883 0.375001 0.372561 0.334575 0.373276 0.369792 0.373625 0.371236 0.366443 0.218853 0.289123 0.301892 0.288784 0.286711 0.319753 0.670673 0.323173 0.65212 1 0.36667 0.323087 0.367158 0.355486 0.35872 0.343576 0.339294 0.369145 0.318529 0.332904 0.328315 0.328202 0.369585 0.366812 0.370728 0.366341 0.369594 0.370556 0.381674 0.36584 0.360051 0.357872 0.365304 0.303735 0.303594 0.315614 0.313832 0.317465 0.377104 0.380047 0.376796 0.370112 0.380366 0.368508 0.365373 0.362328 0.376769 0.370208 0.352334 0.355652 0.322455 0.357016 0.347532 0.347209 0.333331 0.331503 0.330459 0.225184 0.291858 0.394183 0.393724 0.393114 0.391563 0.386931 0.394183 0.393724 0.393114 0.391563 0.386931 0.374155 0.389739 0.365946 0.359559 0.385192 0.358367 0.136751 0.334406 0.327206 0.342149 0.321647 0.327552 0.34009 0.364053 0.378613 0.371466 0.369171 0.379383 0.369451 0.346084 0.34518 0.338416 0.363812 0.359735 0.321364 0.3406 0.344453 0.343211 0.342798 0.343144 0.367158 0.387308 0.379085 0.385416 0.379022 0.376584 0.382161 0.377592 0.379952 0.375188 0.369579 0.357469 0.360812 0.35966 0.373273 0.388078 0.379395 0.384232 0.384231 0.381359
0.329388 0.313725 0.28585 0.505826 0.291933 0.28082 0.312765 0.304773 0.243698 0.232708 0.387469 0.378833 0.401685 0.396694 0.398784 0.548085 0.54141 0.420347 0.519874 0.313672 0.65672 0.320042 0.313672 0.355215 0.332439 0.340073 0.340073 0.340073 0.500017 0.498449 0.499162 0.496989 0.503564 0.514343 0.504686 0.501064 0.500471 0.359055 0.486911 0.482173 0.485165 0.480706 0.478672 0.207047 0.264321 0.272863 0.27212 0.283894 0.295735 0.358317 0.302484 0.367151 0.345942 1 0.331055 0.504822 0.436004 0.450868 0.432885 0.435633 0.505428 0.357967 0.358882 0.359088 0.356593 0.49664 0.495938 0.494014 0.502443 0.498001 0.473428 0.424941 0.41813 0.446473 0.446814 0.495726 0.330894 0.321767 0.310917 0.324779 0.302505 0.440986 0.433165 0.45046 0.452461 0.434708 0.479975 0.49556 0.472675 0.481731 0.492559 0.364229 0.384361 0.351918 0.385608 0.377469 0.407069 0.361062 0.367118 0.361963 0.217768 0.279036 0.554938 0.546725 0.554773 0.54883 0.54256 0.554938 0.546725 0.554773 0.54883 0.54256 0.505826 0.48057 0.481533 0.468016 0.467662 0.456251 0.114254 0.326707 0.362154 0.371207 0.360152 0.354168 0.382468 0.584916 0.526301 0.533824 0.531899 0.52436 0.51828 0.410891 0.402678 0.396231 0.400625 0.392955 0.435377 0.351712 0.352825 0.347021 0.356408 0.352373 0.504822 0.493985 0.495552 0.489383 0.494778 0.507451 0.516079 0.509387 0.491902 0.497759 0.464085 0.495844 0.493436 0.469139 0.498214 0.522429 0.503885 0.512754 0.511476 0.514118
0.246331 0.256273 0.224891 0.311984 0.253046 0.238574 0.237751 0.242596 0.196411 0.200099 0.268768 0.26979 0.272257 0.266413 0.262111 0.333079 0.333992 0.310774 0.315218 0.242436 0.296001 0.245584 0.242436 0.277591 0.256603 0.251964 0.251964 0.251964 0.306488 0.315294 0.307097 0.311046 0.312483 0.334899 0.332082 0.317589 0.31156 0.28056 0.333756 0.325192 0.326048 0.326113 0.327095 0.173183 0.21736 0.226594 0.223888 0.22153 0.234666 0.28081 0.243184 0.28919 0.285112 0.297321 1 0.317444 0.29193 0.296875 0.284277 0.305697 0.315741 0.266214 0.279307 0.274381 0.281329 0.312585 0.313646 0.309498 0.312758 0.318471 0.311748 0.315171 0.303492 0.320549 0.315246 0.314865 0.259541 0.25185 0.245163 0.245284 0.256525 0.303619 0.296778 0.312045 0.312457 0.307368 0.302799 0.31229 0.311274 0.308958 0.303117 0.286304 0.29422 0.279497 0.304423 0.297338 0.270696 0.280185 0.283026 0.282605 0.164366 0.210575 0.330273 0.320715 0.318137 0.327929 0.330044 0.330273 0.320715 0.318137 0.327929 0.330044 0.311984 0.329117 0.329726 0.317323 0.319873 0.318328 0.0974709 0.241268 0.256677 0.271803 0.264238 0.266214 0.255978 0.310259 0.304052 0.312934 0.30224 0.308823 0.304094 0.275089 0.270861 0.262588 0.291164 0.295556 0.277356 0.266259 0.267227 0.261588 0.265661 0.265872 0.317444 0.322346 0.319775 0.318798 0.316484 0.328587 0.329121 0.332774 0.327435 0.325847 0.329446 0.30794 0.303728 0.304162 0.31312 0.331915 0.322235 0.336016 0.324928 0.328896
0.336767 0.302325 0.293743 0.524606 0.318684 0.278828 0.304201 0.295451 0.237595 0.230098 0.413554 0.399039 0.419231 0.421936 0.424476 0.545531 0.552026 0.448411 0.520918 0.313933 0.519665 0.311641 0.313933 0.349593 0.33253 0.340235 0.340235 0.340235 0.541832 0.544546 0.538186 0.550277 0.540425 0.559469 0.559185 0.523072 0.533423 0.377962 0.535501 0.521966 0.5272 0.51544 0.516968 0.220562 0.274529 0.28716 0.282479 0.288299 0.303439 0.37866 0.311341 0.399162 0.356018 0.516296 0.358872 1 0.458388 0.484606 0.445118 0.476728 0.542706 0.340286 0.376173 0.371293 0.368339 0.516115 0.522215 0.524381 0.5229 0.51596 0.494861 0.472496 0.476179 0.46714 0.482714 0.523059 0.320812 0.324927 0.309879 0.328536 0.320405 0.432159 0.449733 0.453382 0.455147 0.43921 0.507061 0.498659 0.500592 0.501612 0.513731 0.381775 0.390825 0.362709 0.393808 0.388631 0.412793 0.373538 0.380236 0.375176 0.224757 0.27951 0.572146 0.56066 0.544658 0.574049 0.569327 0.572146 0.56066 0.544658 0.574049 0.569327 0.524606 0.533559 0.520003 0.500569 0.519217 0.467995 0.120957 0.31817 0.360455 0.381628 0.355528 0.365887 0.380171 0.522364 0.520659 0.51333 0.506641 0.500026 0.510019 0.411004 0.395199 0.400952 0.408756 0.398868 0.444822 0.331837 0.338042 0.334011 0.33754 0.336235 1 0.661124 0.637017 0.643009 0.640175 0.549346 0.546904 0.55863 0.539589 0.537633 0.494711 0.517945 0.531719 0.498126 0.529116 0.55501 0.558226 0.558962 0.55024 0.546882
0.276927 0.261991 0.251746 0.42672 0.26857 0.238168 0.2672 0.271625 0.205168 0.201206 0.357932 0.352194 0.351461 0.353898 0.338948 0.432523 0.413712 0.356141 0.403464 0.270805 0.403498 0.289804 0.270805 0.314459 0.294621 0.307819 0.307819 0.307819 0.419931 0.416203 0.422279 0.429381 0.412205 0.399568 0.396575 0.419899 0.416817 0.332208 0.396906 0.388652 0.396945 0.388794 0.394399 0.171946 0.247008 0.252662 0.243721 0.255468 0.270909 0.320525 0.272167 0.326256 0.310931 0.388302 0.296059 0.400673 1 0.456753 0.440318 0.43726 0.419244 0.300221 0.338081 0.331946 0.329426 0.422102 0.427844 0.421105 0.420644 0.429601 0.422909 0.375079 0.389101 0.384367 0.412387 0.426044 0.284373 0.282388 0.264346 0.279934 0.259036 0.357313 0.354417 0.375546 0.378448 0.352676 0.382059 0.400431 0.387709 0.400823 0.398756 0.326896 0.340811 0.313302 0.332788 0.341347 0.322879 0.329891 0.334146 0.338776 0.181233 0.224226 0.408158 0.422335 0.409445 0.421046 0.419844 0.408158 0.422335 0.409445 0.421046 0.419844 0.42672 0.419228 0.404162 0.39338 0.412058 0.376435 0.103629 0.277927 0.304495 0.322821 0.302562 0.306074 0.307639 0.429474 0.384116 0.393397 0.380918 0.397402 0.387369 0.321847 0.329526 0.324252 0.331891 0.333734 0.341915 0.290785 0.289479 0.28509 0.287542 0.291424 0.400673 0.4169 0.410284 0.405348 0.397068 0.385384 0.39531 0.39487 0.396637 0.390385 0.422791 0.412268 0.41503 0.391099 0.427397 0.388358 0.409069 0.401356 0.394388 0.388435
